sample	Continent	Shannon_index	nReads	sum_len	num_seqs	Shannon_residual
ERR1135351	Europe	6.70861	114897311	478249998	469571	1.38202542980139
ERR1135352	Europe	6.4837	115159908	507396897	515288	1.10760396859655
ERR1135353	Europe	6.91354	139079217	639495107	668276	1.29513851673131
ERR1135354	Europe	5.84018	95251747	427123835	485749	0.710621139745696
ERR1135355	Europe	6.12423	101058656	466189059	534705	0.901681472072639
ERR1135356	Europe	6.45629	106197595	492015368	510354	1.12398116773343
ERR1135357	Europe	6.33055	112365909	543253916	598413	0.917955182625999
ERR1135358	Europe	6.1163	106691511	457112199	502639	0.895654209617618
ERR1135359	Europe	5.96969	102761191	468524328	537829	0.7422136459696
ERR1135360	Europe	6.79901	104192163	486750654	531309	1.50386501040811
ERR1135361	Europe	5.98556	94527810	412143664	459829	0.886394341690036
ERR1135362	Europe	6.02623	111712367	525155032	567452	0.641963925346656
ERR1135363	Europe	6.4079	107532771	475681677	482270	1.10228048830723
ERR1135364	Europe	6.71977	124367035	550868699	561762	1.25475538128751
ERR1135365	Europe	6.47099	117890684	516178198	526959	1.07862777793409
ERR1135366	Europe	6.25338	93147976	425503417	454948	1.09699852829749
ERR1135367	Europe	6.32538	114064406	457492843	475768	1.07707824641885
ERR1135368	Europe	6.50259	119752545	450691451	422409	1.22007146832517
ERR1135369	Europe	6.19633	114738903	493707454	512249	0.861528379643239
ERR1135370	Europe	6.27815	97400934	410479551	446100	1.17091383235246
ERR1135371	Europe	6.48728	106867745	489813772	512828	1.16474267415587
ERR1135372	Europe	6.44596	111103371	484070967	486558	1.11694925613001
ERR1135373	Europe	6.77308	108494946	482160192	501456	1.46512071788766
ERR1135374	Europe	6.43569	114176489	507678312	496620	1.04018230471889
ERR1135375	Europe	6.0289	110273861	478170929	517291	0.750137928116838
ERR1135376	Europe	5.68505	111081374	399355798	427106	0.602717064494364
ERR1135377	Europe	6.48743	106554630	445151250	459233	1.26472837940628
ERR1135378	Asia	5.86125	97603825	477879457	476274	0.540403257351927
ERR1135379	Asia	5.88295	104822527	470925206	465138	0.57519001861988
ERR1135380	Asia	6.0137	88622189	420053328	420987	0.838772632519795
ERR1135381	Asia	5.78267	80443710	358747156	402630	0.839531839537035
ERR1135382	Asia	5.79606	88614928	405000491	393249	0.646292148943151
ERR1135383	Asia	5.51076	82434315	385697458	393397	0.439133474208742
ERR1135384	Asia	6.19458	81321409	404927852	410108	1.06465247414257
ERR1135385	Asia	6.07075	105511802	494110972	514061	0.735059489265787
ERR1135386	Asia	5.47213	81268228	368154725	407251	0.492910842125828
ERR1135387	Asia	5.90403	85360103	408642756	401669	0.749721372340987
ERR1135388	Asia	5.91996	90066402	426133106	452329	0.757776647344178
ERR1135389	Asia	5.33296	90798872	432726003	435298	0.126923720815287
ERR1135390	Asia	4.80998	39268732	170986482	206143	0.722321496836226
ERR1135391	Asia	4.51083	36235167	172989843	180627	0.337226154002376
ERR1135393	Asia	4.7471	36849501	159218567	183240	0.715273502557124
ERR1135394	Asia	4.39563	36845976	155207137	212648	0.479260248762265
ERR1135395	Asia	4.83208	34235998	151854205	190463	0.895048390875523
ERR1135396	Asia	5.8513	73932779	337038529	355667	0.946159946047357
ERR1135397	Asia	5.73573	74651263	355040404	356150	0.747140813135009
ERR1135398	Asia	4.5459	44951121	219439538	228897	0.108430263008604
ERR1135399	Asia	5.7483	44547823	222081772	247229	1.3296728455776
ERR1135400	Asia	4.88733	42517376	207392148	234384	0.552233347088457
ERR1135401	Asia	5.35099	65012631	289569387	304419	0.612196510031323
ERR1135402	Asia	5.25184	60209642	281531224	302287	0.553929784430881
ERR1135403	Asia	5.44563	56671778	245877407	285115	0.936953899020518
ERR1135404	Asia	5.73999	65609592	287903908	327438	1.04698738995977
ERR1135405	Asia	5.13235	61714871	295371043	315710	0.378742614399228
ERR1135406	Asia	5.34938	62537707	292887118	287581	0.563183016732287
ERR1135407	Asia	5.90799	87103674	375726838	367486	0.845720486939694
ERR1135408	Asia	5.87104	102573651	418763519	396914	0.674077118300366
ERR1135409	Asia	6.22948	92147108	428690157	457163	1.06326184226586
ERR1135410	Asia	5.95957	103979656	460374765	443712	0.664894505503393
ERR1135411	Asia	6.30101	92661842	421466680	442090	1.14570618818718
ERR1135412	Asia	6.02654	80298459	379783728	391350	0.976926373831343
ERR1135413	Asia	6.35209	99319695	457064000	463442	1.09004756762461
ERR1135414	Asia	6.03534	72434963	344674928	347985	1.0827140830389
ERR1135415	Asia	5.74094	88693969	386518354	377041	0.645876579821006
ERR1135416	Asia	5.06435	85681254	382848426	371893	-0.0226543976644359
ERR1135417	Asia	6.53473	108628451	527012322	499215	1.08049494308725
ERR1135418	Asia	5.53684	85632804	356660735	307516	0.46991891934218
ERR1135419	Asia	6.19378	101427521	442485273	428236	0.945223835156086
ERR1135420	Asia	5.85497	100728942	443387558	438528	0.614833427194434
ERR1135421	Asia	5.59101	93720305	402948061	353215	0.396883084559532
ERR1135422	Asia	6.23827	112760808	506175601	467951	0.817752146063552
ERR1135423	Asia	5.76804	73391273	349458918	348576	0.794140597432675
ERR1135424	Asia	5.87196	91717917	395799147	390244	0.756137413431945
ERR1135425	Asia	5.80983	91644448	404791169	448282	0.726663672632728
ERR1135426	Asia	5.76716	92452721	391334153	410285	0.694780416464997
ERR1135427	Asia	4.85354	32813834	128951763	150295	1.06265913174092
ERR1135428	Asia	4.84705	31527132	124632715	145719	1.09531522701703
ERR1135429	Asia	5.03085	36673317	158350018	175590	0.986568411605525
ERR1135430	Asia	5.01188	36951030	159562786	176952	0.959208484170182
ERR1135431	Asia	5.50072	75152988	336456778	333480	0.566556752098911
ERR1135432	Asia	5.85997	81373658	347354440	352630	0.903243598228732
ERR1135433	Asia	5.07804	31248563	124843926	145830	1.32380181025173
ERR1135434	Asia	5.04095	29810981	119567184	140132	1.33606407871848
ERR1135435	Asia	4.56831	30735435	137668007	144612	0.651261938502223
ERR1135436	Asia	4.46109	29436481	131349560	140596	0.605429326581281
ERR1135437	Asia	5.30786	29785000	134871958	152525	1.45008242733227
ERR1135438	Asia	5.25342	28478809	129385344	148073	1.44744615878331
ERR1135439	Asia	4.87292	42021549	177812997	187754	0.676389936603605
ERR1135440	Asia	4.8623	40140594	169080668	179208	0.723405400829474
ERR1135441	Asia	5.24249	49674642	222859928	220318	0.762522610268094
ERR1135442	Asia	5.21309	47457945	214664998	212598	0.775317063879448
ERR1135443	Asia	6.28754	106504980	506831306	524093	0.920454655489002
ERR1135444	Asia	5.81356	98938093	417039874	390147	0.614143073736074
ERR1135445	Asia	6.00796	67595767	314238126	303363	1.13563446808563
ERR1135446	Asia	5.87432	98175105	436931553	424527	0.641373918613296
ERR1135447	Asia	5.67914	60928696	273594098	279860	0.989343176345782
ERR1135448	Asia	5.64263	75983563	335888850	318940	0.68917399417119
ERR1135450	Asia	5.33709	43441711	205046091	213503	0.974287253461765
ERR1135451	Asia	5.05393	38631819	186156940	187089	0.78003058500884
ERR1135452	Asia	5.30009	52165921	265654775	279544	0.654973406521552
ERR1135453	Asia	6.02479	84795143	378620183	345280	0.918628870597902
ERR1135454	Asia	6.03928	86498383	400638494	401058	0.916462189679098
ERR1135455	Asia	5.52846	82567077	368380250	375643	0.508262448115986
ERR1135456	Asia	6.51282	85459983	393363497	388610	1.40378913628155
ERR1135457	Asia	5.64275	83954537	355680567	366482	0.667340990906475
ERR1135458	Asia	6.4851	88857960	426298568	426589	1.29289487451741
ERR1135459	Asia	6.10435	79265856	375037167	378669	1.05849667095651
ERR1135460	Asia	6.49134	85548617	422840613	443697	1.3313103184672
ERR1135461	Asia	6.31357	89291401	410286040	427504	1.18451805138585
ERR1135462	Asia	5.18036	66924821	284324955	272389	0.416258028180415
ERR1135463	Asia	5.03281	58254413	247176335	235138	0.420052744633929
ERR1135464	Asia	5.9716	95804711	434921265	404688	0.721901100801226
ERR1135465	Asia	5.80859	86653086	388254587	376379	0.705024465265235
ERR1135466	Asia	5.92532	88411425	409715868	446417	0.819924132771821
ERR1135467	Asia	5.97687	89690514	386448277	358774	0.857543392604241
ERR1135468	Asia	5.17019	71904140	320308832	304583	0.269847942632489
ERR1135469	Asia	5.62321	85498446	394886979	378452	0.494733862939542
ERR1135470	Asia	5.57813	75831924	305714239	288138	0.726517178307872
ERR1135471	Asia	5.81971	96997256	431836547	413117	0.592001849154738
ERR1135472	Asia	5.77264	103166008	413929922	375101	0.566420339653718
ERR1606222	Asia	2.91384	75232473	108700690	62859	-1.02137367947757
ERR1606223	Asia	4.55453	73352907	238945156	179606	-0.133907895313825
ERR1606358	Asia	4.16863	68447582	221666637	259930	-0.215231725989891
ERR1855535	Europe	4.91757	65273567	370380746	416469	-0.0637274794160125
ERR1855536	Europe	4.78757	55713344	317055145	357415	-0.0206016889435298
ERR1855537	Europe	4.75388	67570524	382254612	428774	-0.263478145907241
ERR1855538	Europe	4.5937	78990299	371734739	441675	-0.361228673909532
ERR1855539	Europe	4.95386	59061109	224461818	184346	0.376246930374692
ERR1855540	Europe	3.97796	54534335	146641659	116840	-0.138512792434696
ERR1855541	Europe	4.71941	66014211	227463554	140793	-0.012194598893794
ERR1855542	Europe	4.70306	52966367	235085429	191610	0.0680761747110827
ERR1855543	Europe	5.16244	64452048	341704100	316902	0.175390202585921
ERR1855544	Europe	4.74704	64374311	288894132	254103	-0.0781067023302966
ERR1855545	Europe	5.09044	61082306	375723617	349532	-0.00236821610580491
ERR1855546	Europe	5.23837	62066944	376692442	359015	0.15497546771599
ERR1855547	Europe	4.94849	57697477	292192438	260128	0.114897881090234
ERR1855548	Europe	5.26297	62769651	311189296	265734	0.33930783784649
ERR1855549	Europe	5.15964	71802981	391304942	385097	0.051834234109811
ERR1855550	Europe	5.21814	47975667	308581449	292184	0.351120593652347
ERR1855551	Europe	4.02354	63190892	163960478	104477	-0.32711335485542
ERR1855552	Europe	2.86853	66056955	135759849	113394	-1.13494197179673
ERR1855554	Europe	3.34593	58375165	144983016	101056	-0.823324171792451
ERR1855555	Europe	4.21262	57792628	143849377	115431	0.122159562446099
ERR1855556	Europe	4.42034	43110231	155670682	143383	0.305333572689411
ERR1950666	Africa	4.98482	79916890	422292632	480192	-0.134817751990695
ERR1950667	Africa	4.58269	62294257	421085559	609659	-0.417357244513873
ERR1950668	Africa	5.61401	79942196	261937607	317403	1.06171683664561
ERR1950669	Africa	5.04092	58478314	337522018	505667	0.305006477522837
ERR1950670	Africa	5.14467	77282479	494714464	759983	-0.00320425563621052
ERR1950671	Africa	4.67825	72911604	300015922	506213	0.137146249614764
ERR1950672	Africa	5.90171	72668393	276787128	334386	1.28455795032955
ERR1950673	Africa	6.17326	65248046	256166376	303496	1.63152904821221
ERR1950674	Africa	4.77422	86411350	204605312	211105	0.420140164440332
ERR1950675	Africa	4.71204	71109080	192738261	203283	0.432851206126348
ERR2241624	Europe	6.23972	100754240	444725187	528332	1.08749422386129
ERR2241625	Europe	5.69656	85478296	384472370	467141	0.716228342883254
ERR2241626	Europe	5.53759	99158748	431458400	521628	0.427804018880332
ERR2241627	Europe	5.94795	125637668	801143436	1030728	0.178746598464537
ERR2241628	Europe	5.06255	132833105	345589813	396122	0.179737096000606
ERR2241629	Europe	6.35819	117849151	816395722	1011605	0.548103370038171
ERR2241630	Europe	6.45779	138891588	878904956	1146593	0.593187244821096
ERR2241631	Europe	4.85028	132665795	191784967	244870	0.681672118010851
ERR2241632	Europe	4.43246	132028975	274652719	290451	-0.232876393260197
ERR2241633	Europe	6.65741	174530531	1017740029	1242152	0.59873984977853
ERR2241634	Europe	4.04962	146096811	247909159	335067	-0.377023336583043
ERR2241635	Europe	5.03465	135107044	221117890	259031	0.663818580136053
ERR2241636	Europe	5.78239	113772720	740213084	1010624	0.129927464732264
ERR2241637	Europe	4.22205	151909176	219874676	286386	-0.087798120330328
ERR2241638	Europe	6.17368	117329338	707235023	909406	0.542960503353502
ERR2241639	Europe	4.46081	127797140	184620662	231190	0.324643214966473
ERR2241640	Europe	6.24783	187590290	1127389289	1463707	0.106318371340572
ERR2241641	Europe	4.88166	144866727	133104600	134483	1.00753452858536
ERR2241642	Europe	6.031	136305439	811922629	1064851	0.257658118031661
ERR2241643	Europe	4.62854	141642446	184571276	205393	0.435505885607609
ERR2241644	Europe	6.8238	183532232	1067288181	1345951	0.728902004567192
ERR2241645	Europe	3.72946	153072626	168498562	180145	-0.3801082030548
ERR2241646	Europe	6.63387	145517679	876783534	1106713	0.756286537620858
ERR2241647	Europe	4.87477	174299097	403368721	492314	-0.145876576538787
ERR2241648	Europe	6.03297	139270848	763196559	979922	0.318811900123839
ERR2241649	Europe	3.97397	172416327	99689948	107821	0.460740312972074
ERR2241650	Europe	6.53359	115122427	780943175	1041537	0.809563754641285
ERR2241651	Europe	5.11171	180617110	376909706	455422	0.162718620479165
ERR2241652	Europe	6.61248	132171797	865845835	1166461	0.779896072661051
ERR2241653	Europe	4.91805	156785265	442716637	502126	-0.245196563783459
ERR2241654	Europe	6.99834	185741833	1293145077	1704365	0.710311383464533
ERR2241655	Europe	3.92267	141807457	253148727	337821	-0.534242031931817
ERR2241656	Europe	7.25985	171618787	1169992173	1452548	1.05304418134789
ERR2241657	Europe	4.49933	171695072	760272855	928718	-1.23203421961196
ERR2241658	Europe	7.63929	220496548	1422727118	1915105	1.25735808562809
ERR2241659	Europe	3.9342	174162274	333439826	408313	-0.871269569145913
ERR2241660	Europe	6.98887	118951769	821684058	1080419	1.20124923346889
ERR2241661	Europe	7.33364	280479176	1732040095	2168245	0.698712582190326
ERR2241662	Europe	3.3332	190817975	492854521	609793	-1.90395323996689
ERR2241663	Europe	7.22223	145386926	1063030226	1460106	1.17067092656637
ERR2241665	Europe	4.67033	187231619	485119427	716015	-0.461525378192346
ERR2241666	Europe	5.81359	125125741	881897549	1087806	-0.0843798854111869
ERR2241667	Europe	6.14499	147485892	1018168659	1300285	0.105757825379416
ERR2241668	Europe	5.82962	104214126	660160320	819669	0.256848480951708
ERR2241669	Europe	4.23423	246342112	1369117365	1578249	-2.18009073023722
ERR2241670	Europe	5.66442	103835625	711891854	864487	-0.00408765906173448
ERR2241671	Europe	5.37304	269648460	1315574404	1546699	-0.985296973597578
ERR2241672	Europe	6.37828	232549594	1323539937	1660992	0.0433342774008306
ERR2241673	Europe	6.32031	179532424	1251846395	1636163	0.0639752407845893
ERR2241674	Europe	6.51071	286217514	1509787267	1749903	-0.00822726711160794
ERR2241675	Europe	4.91138	131337693	644118973	869309	-0.588611250536931
ERR2241676	Europe	4.74453	175214469	683622220	883798	-0.839080861767283
ERR2241677	Europe	6.13407	123751483	900149318	1141368	0.226685621005462
ERR2241678	Europe	4.6503	56815629	370479377	470278	-0.273102853073357
ERR2241679	Europe	6.55805	288202597	1562176176	1921045	0.0304454627552377
ERR2241680	Europe	5.99174	133883386	718180013	943566	0.356597045305709
ERR2241682	Europe	5.63126	80742929	593788619	775667	0.19859482765607
ERR2241683	Europe	6.29147	170841921	1172802910	1475348	0.0884630156462683
ERR2241684	Europe	6.38618	147134980	1006437227	1255713	0.348308703006459
ERR2241685	Europe	3.91877	98361107	804206450	1111183	-1.82304745668209
ERR2241686	Europe	3.33045	169128333	256927329	368528	-1.10434614265986
ERR2241687	Europe	4.08472	148407842	369399952	443831	-0.847617020455544
ERR2241688	Europe	3.6141	193795830	204230091	258428	-0.623514217517465
ERR2241689	Europe	5.46516	210089195	797934394	845727	-0.387946131359924
ERR2241690	Europe	5.42916	206310651	541173661	578731	0.0157210116069532
ERR2241691	Europe	4.36305	176583664	276395659	450781	-0.089026817715157
ERR2241692	Europe	5.04388	293066869	679840258	740079	-0.611008592411268
ERR2241693	Europe	5.18785	190570157	492873701	532914	-0.116502629297278
ERR2241694	Europe	4.3511	174575172	577168402	683804	-1.08618326176319
ERR2241695	Europe	5.55234	187696174	718345329	748402	-0.193248221880408
ERR2241696	Europe	4.14504	163956208	349315436	381264	-0.770855178637558
ERR2241697	Europe	4.73126	159310115	356242335	398277	-0.195150307967895
ERR2241698	Europe	5.12414	164317009	533085835	535542	-0.307132849902607
ERR2241699	Europe	3.88313	185021118	270311254	345482	-0.664656526890091
ERR2241701	Europe	4.72853	164941022	349752051	389430	-0.178739223866696
ERR2241702	Europe	4.36632	180159292	138991212	156791	0.501984155533041
ERR2241703	Europe	3.70281	188526147	295635736	317715	-1.03145557659604
ERR2241704	Europe	3.79757	193347081	179055498	207956	-0.335232093700271
ERR2241705	Europe	6.91547	177773390	1184539655	1463776	0.693041369887544
ERR2241706	Europe	5.45217	90456542	638909742	830600	-0.0632455766002333
ERR2241707	Europe	6.17854	130086543	1049611300	1465893	0.147769988379572
ERR2241708	Europe	7.2172	204383090	1482102102	1922309	0.769718238518223
ERR2241709	Europe	3.26029	26145894	204116499	297415	-0.938084065616921
ERR2241710	Europe	5.94434	153542023	1160117756	1519256	-0.228133635754815
ERR2241711	Europe	5.84419	131650526	1119853191	1551949	-0.262897089437683
ERR2241712	Europe	7.00886	199475396	1492972663	1947848	0.555731413924743
ERR2241713	Europe	6.4583	118087615	897823949	1150553	0.558356978912144
ERR2241714	Europe	6.74191	257170383	1608870811	1860771	0.148925780427489
ERR2241715	Europe	3.6464	47454211	388750989	543285	-1.2859467650985
ERR2241716	Europe	5.54943	126269283	943774884	1256302	-0.386505127803826
ERR2241717	Europe	5.61708	125023506	965829392	1273392	-0.349695668405719
ERR2241718	Europe	4.23485	58409336	477732321	646028	-0.941780599457262
ERR2241719	Europe	6.80339	137528809	1133327799	1529292	0.67029620802851
ERR2241720	Europe	6.43167	152902763	1060773054	1321064	0.334509987906533
ERR2241721	Europe	7.09295	202168615	1511089752	2003307	0.634479269884704
ERR2241722	Europe	7.24691	148433641	1145016004	1524383	1.09680198824669
ERR2241723	Europe	6.5168	193643043	1347345811	1722913	0.168318191045145
ERR2241724	Europe	6.32326	175753244	1312177231	1660414	-0.00231739098045508
ERR2241725	Europe	4.77585	178108020	223091592	249812	0.376941905349134
ERR2241726	Europe	4.37378	158847131	69987023	63687	1.17000510429523
ERR2241727	Europe	4.49493	171970556	204589882	212168	0.154344776355696
ERR2241728	Europe	5.18004	165350716	343042058	420734	0.342691908443324
ERR2241729	Europe	4.49466	174975888	337343996	411019	-0.326300209050132
ERR2241730	Europe	5.54463	185805138	329445077	392724	0.74031672033147
ERR2241731	Europe	5.14063	175484653	412797755	448231	0.0359453218898028
ERR2241732	Europe	2.35532	165575510	171656662	180984	-1.78076940791781
ERR2241733	Europe	4.22552	214389314	324742608	373989	-0.577592114276494
ERR2241734	Europe	3.95445	155290831	176366979	223119	-0.122259371451409
ERR2241736	Europe	4.38236	149098201	450501679	620388	-0.704581531420406
ERR2241737	Europe	5.15812	200839396	805087426	897262	-0.680692173118644
ERR2241738	Europe	2.96893	183215423	139368777	136131	-0.969904864300051
ERR2241739	Europe	4.34495	168145019	269940040	310964	-0.254547014610219
ERR2241740	Europe	5.44749	196336457	790205479	869431	-0.377153789491909
ERR2241741	Europe	4.4668	99825980	348252642	383996	-0.448441344091917
ERR2241742	Europe	2.00518	227535302	193197972	221814	-2.21604600937719
ERR2241743	Europe	5.45555	176935941	668888043	726177	-0.19044882870556
ERR2241744	Europe	5.27528	171762802	776288193	881265	-0.515962766353746
ERR2241745	Europe	5.87724	218569657	1386114205	1694821	-0.523462521346763
ERR2241746	Europe	5.52077	151291465	1035021525	1324040	-0.535632435721616
ERR2241747	Europe	5.50941	168666587	358392657	438753	0.622358984900224
ERR2241748	Europe	3.68062	195890073	201327135	240523	-0.569397215117545
ERR2241749	Europe	4.90854	148959486	238614720	305934	0.498791454770035
ERR2241750	Europe	4.81905	190509418	355772009	444988	-0.0471628828819259
ERR2241751	Europe	5.62663	138713063	1027252523	1317920	-0.421247734731329
ERR2241752	Europe	5.6116	172277086	464562580	603439	0.463365867380044
ERR2241753	Europe	5.52209	188797553	432753855	574936	0.466081663446337
ERR2241754	Europe	5.26706	160938812	361184991	515507	0.446989257559352
ERR2241755	Europe	5.51647	194373611	474240741	613186	0.344727004750708
ERR2241756	Europe	4.84148	141255993	234484816	261535	0.381077442047346
ERR2241757	Europe	6.41771	142501490	1014593747	1295908	0.381952241939372
ERR2241758	Europe	4.93957	179569892	330430860	429557	0.174526438390669
ERR2241759	Europe	4.99391	185812025	284475019	358248	0.381544167003845
ERR2241760	Europe	6.1123	177942867	738134506	754127	0.325648972350632
ERR2241761	Europe	4.11911	149150609	170244097	214728	0.0799003249371722
ERR2241762	Europe	3.96796	166085773	205538483	255683	-0.287753175329707
ERR2241763	Europe	5.78166	185626481	796918628	841826	-0.0736410710377731
ERR2241764	Europe	4.38257	186473347	170640839	205498	0.321236187452263
ERR2241766	Europe	3.93962	103250762	843021616	1169216	-1.85242176936899
ERR2241767	Europe	6.44297	203843315	1396509106	1820756	0.0647616688330003
ERR2241768	Europe	6.42725	171306959	1207717290	1517624	0.190843212603737
ERR2241769	Europe	6.50762	231821059	1355218300	1616910	0.120919181399425
ERR2241770	Europe	4.88621	178719395	260177203	315222	0.354112905698646
ERR2241771	Europe	6.09568	166646277	1151738227	1455641	-0.0850621631737888
ERR2241772	Europe	4.94676	129224395	974937701	1284175	-1.03049669275483
ERR2241773	Europe	5.79691	148411750	1081314308	1382816	-0.309032012036559
ERR2241774	Europe	5.33974	209965000	1355358186	1751513	-1.00886721812566
ERR2241775	Europe	5.31194	156170216	1090815033	1388256	-0.805410250271922
ERR2241776	Europe	5.70262	165106037	1110924688	1435338	-0.426827788174077
ERR2241777	Europe	5.29922	138600737	925298993	1243575	-0.60829257230348
ERR2241778	Europe	5.36697	167231115	1142845876	1512830	-0.781970828617902
ERR2241779	Europe	4.96055	155097768	1085951676	1378289	-1.15326037137226
ERR2241780	Europe	6.0405	233789129	1471581604	1848025	-0.412948115880418
ERR2241781	Europe	4.65912	185221538	1183120741	1517626	-1.54272582301958
ERR2241782	Europe	5.65064	113739623	814701627	1093841	-0.117717307427865
ERR2241783	Europe	5.65887	223092348	642064498	769201	0.111488432119882
ERR2241784	Europe	4.45623	181841489	446023729	546054	-0.674959392933709
ERR2241785	Europe	5.79946	90209275	370949573	450735	0.860166624058643
ERR2241786	Europe	5.54262	90759735	403333045	485770	0.505144322411884
ERR2241787	Europe	5.95939	93134635	403906959	485086	0.919317550246649
ERR2241788	Europe	4.50461	136730973	109889669	102857	0.806469331521357
ERR2241789	Europe	5.2178	79013394	517897374	678538	-0.060354555496546
ERR2241790	Europe	4.74056	179023400	250845076	321850	0.27801511028705
ERR2241791	Europe	2.81759	132419818	70881834	84762	-0.267264008751551
ERR2241792	Europe	5.55182	72672837	463903175	588329	0.37962263712125
ERR2241793	Europe	6.44594	163270433	979787260	1294016	0.468142859709351
ERR2241794	Europe	4.66836	159336117	261371122	335935	0.158729700594682
ERR2241795	Europe	4.60658	128022825	177929369	221049	0.507893436069034
ERR2241796	Europe	5.22554	118811123	819004112	1050552	-0.570769968736267
ERR2241797	Europe	6.18173	189411582	1149427969	1439038	0.000549319341434645
ERR2241798	Europe	4.85347	171447034	350514970	431704	-0.00539110695671841
ERR2241799	Europe	4.79366	169082660	377254832	406017	-0.215045984316295
ERR2241800	Europe	6.33518	144252491	994499942	1305826	0.335811162134842
ERR2241801	Europe	5.19644	136601154	228057127	266069	0.78908608836988
ERR2241802	Europe	4.9385	139876230	336025595	372063	0.0707524462273457
ERR2241803	Europe	4.24352	133646097	113028786	112780	0.545269089210296
ERR2241804	Europe	5.4095	157315188	966514740	1290611	-0.548105948072968
ERR2241805	Europe	4.08445	164722507	211308596	305566	-0.127471220723936
ERR2241806	Europe	4.00068	147485848	186011798	238343	-0.130206179124489
ERR2241807	Europe	4.54302	148760071	228939719	284990	0.164971561329933
ERR2241808	Europe	4.75956	151432955	226501561	262377	0.3579604990419
ERR2241809	Europe	4.85527	157405263	225569927	258801	0.45412252969017
ERR2241810	Europe	5.5047	102594397	670377883	848876	-0.0757573103434316
ERR2241811	Europe	5.84489	161888886	882778385	1065291	-0.0610443196102506
ERR2241812	Europe	5.56017	152934273	903398917	1145346	-0.347973569517137
ERR2241813	Europe	6.2168	162300723	1023891766	1340466	0.185158564427333
ERR2241814	Europe	5.11509	74070233	463657246	632901	-0.0195768200519202
ERR2241815	Europe	5.12165	190337353	457750101	575030	-0.0250993125013452
ERR2241816	Europe	5.59483	134083415	860242334	1128477	-0.243498993526578
ERR2241817	Europe	6.12283	149875970	1022368268	1338977	0.0917887447024902
ERR2241818	Europe	4.19334	164445138	189320203	265212	0.0888191468950846
ERR2241819	Europe	3.75736	178221116	196761136	248723	-0.440298073421477
ERR2241820	Europe	7.01762	112236304	799326617	1025620	1.2478377792034
ERR2241821	Europe	6.70585	118782286	866218929	1155982	0.86638670790759
ERR2241822	Europe	6.51386	87119581	642134879	848661	1.00040904059706
ERR2241823	Europe	4.86316	182716146	442492681	744736	-0.100531921906302
ERR2241824	Europe	4.12446	176024234	577693058	682308	-1.31525510493253
ERR2241825	Europe	6.64659	95355357	781830724	1142100	0.963653404723754
ERR2241826	Europe	7.06284	131231739	1054931484	1477296	1.02787880634901
ERR2241827	Europe	5.34372	140789557	849617452	1115612	-0.479419529317919
ERR2241828	Europe	5.24888	143867612	240519885	282472	0.78596297057501
ERR2241829	Europe	4.51232	76361246	447793471	594821	-0.596385005688374
ERR2241830	Europe	5.21166	104001946	715623619	973856	-0.405960177861237
ERR2241831	Europe	7.0298	203763171	1499947527	2054330	0.595966360598426
ERR2241832	Europe	6.31891	113865071	868317320	1232491	0.50677813359159
ERR2241833	Europe	4.7208	91156024	589422733	762079	-0.70679833337587
ERR2241834	Europe	5.69156	127322977	894646824	1238630	-0.164714747214405
ERR2241835	Europe	6.07817	136736655	911890302	1241797	0.19337344586168
ERR2241836	Europe	5.6887	86851617	564708807	771472	0.335814132922118
ERR2241837	Europe	5.74392	96407861	616279724	817140	0.279782419827784
ERR2241838	Europe	5.20177	120018181	733593717	978731	-0.451269844837951
ERR2241839	Europe	5.37189	120861449	746023191	1018050	-0.288635022512349
ERR2241840	Europe	4.90119	136861139	902211749	1233476	-0.969658205875659
ERR2241841	Europe	6.27304	176700742	1080155272	1480284	0.205513510617953
ERR2241842	Europe	5.47406	114400183	796372130	1082441	-0.262567771742757
ERR2241843	Europe	6.15967	134382959	961288932	1324703	0.22134149355812
ERR2241844	Europe	4.97674	122077667	737483186	1014752	-0.666595147516348
ERR2241845	Europe	5.62768	119124997	841947796	1146437	-0.169837097934288
ERR2241846	Europe	5.83312	124544622	918538019	1267554	-0.0546917552666898
ERR2241847	Europe	5.95948	152210328	1058535647	1443970	-0.0900266598562447
ERR2241848	Europe	4.155	137152989	334835525	403575	-0.666821428976549
ERR2241849	Europe	5.11601	146464260	397728914	480048	0.102854616384461
ERR2241850	Europe	5.93429	157845847	813502515	960723	0.108866639624018
ERR2241851	Europe	5.0658	195713822	444563672	534740	-0.0693450651141916
ERR2241852	Europe	5.65109	182080298	783028062	917370	-0.133235148326889
ERR2241853	Europe	5.38266	156569475	347816626	455411	0.561507099469789
ERR2241854	Europe	5.56852	152485149	572847200	707046	0.157918293772502
ERR2241855	Europe	5.79761	125978883	538709039	622615	0.420174569772819
ERR2241856	Europe	5.36797	155564446	380239850	448369	0.394599128556669
ERR2241857	Europe	5.45814	143100357	218092774	264970	1.12181804851699
ERR2241858	Europe	4.68145	204550229	636626084	737227	-0.874670074131679
ERR2241859	Europe	5.23835	139035498	505515690	640989	-0.0200381197886366
ERR2241860	Europe	5.55567	108473366	216924175	234157	1.16210362617208
ERR2241861	Europe	3.77594	129270120	218996245	261921	-0.574447388479951
ERR2241862	Europe	5.34472	157557106	641450562	802776	-0.185327920786243
ERR2241863	Europe	5.30259	173855281	610013658	726863	-0.193988356738751
