sample	Continent	Shannon_index	nReads	sum_len	num_seqs	Shannon_residual
SRR12711247	Asia	6.04141	104987564	720647269	1025554	0.438369721864787
SRR12711248	Asia	5.58493	102140598	761411979	1124412	-0.0618323618776692
SRR12711249	Asia	6.13576	76772228	626061550	992590	0.739391786322385
SRR12711250	Asia	6.33856	119647727	931144754	1425043	0.486363522012323
SRR12711251	Asia	6.22072	112248567	828633770	1012644	0.386276504646866
SRR12711252	Asia	6.71839	111379393	907981834	1224018	0.830128318847183
SRR12711253	Asia	6.82204	125746228	899069512	1018390	0.860073214833751
SRR12711254	Asia	6.08113	111668411	807997706	1052540	0.306696002479963
SRR12711255	Asia	6.63897	107976653	856355415	1234733	0.849371974440109
SRR12711256	Asia	5.23269	92670939	660826808	1021804	-0.23378964482948
SRR12711257	Asia	7.0187	115198404	922714610	1299864	1.13484414747464
SRR12711258	Asia	6.21952	107169843	889196948	1218774	0.362371351793331
SRR12711259	Asia	7.11215	107952608	813099371	1113255	1.35491826418655
SRR12711260	Asia	7.15147	121982492	931509328	1296660	1.25192448342926
SRR12711261	Asia	6.83477	111855679	890474936	1258389	0.991901995065076
SRR12711262	Asia	7.04334	112318043	892255315	1263542	1.19933738931089
SRR12711263	Asia	7.05057	111787387	863600444	1107631	1.19377175800635
SRR12711264	Asia	6.50646	106459917	843359881	1277961	0.758544028403813
SRR12711265	Asia	6.3043	89579283	682135772	1092072	0.819004783715881
SRR12711266	Asia	6.73483	106943499	888954157	1310977	0.914411080602934
SRR12711267	Asia	6.32086	89502009	678571668	984655	0.792468267430891
SRR12711268	Asia	6.69405	125934550	872551050	1132162	0.833343771471164
SRR12711269	Asia	6.96302	104442760	728221197	993164	1.32698056771014
SRR12711270	Asia	6.91559	106224656	775110909	1056376	1.20948012917255
SRR12711271	Asia	6.41751	100793259	701468561	950118	0.819462443944307
SRR12711272	Asia	5.11953	93475076	711698330	1054028	-0.451466846621932
SRR12711278	Asia	6.5164	113646400	872554027	1192156	0.679782534069946
SRR12711289	Asia	6.74417	117448812	772594586	1028261	1.03147863997318
SRR12711299	Asia	5.42653	88783196	502066433	701594	0.217140410095056
SRR12711300	Asia	6.93752	105097486	815521201	1168296	1.19908243378537
SRR12711301	Asia	3.61212	108549569	1096565012	1917472	-2.35864375146045
SRR12711302	Asia	4.16389	81921696	745608468	1404791	-1.34150788720964
SRR12711303	Asia	5.85153	80825839	448805257	661038	0.792635773319754
SRR12711304	Asia	4.8047	94254967	662004070	1081063	-0.63631759470763
SRR12711305	Asia	4.93401	97575696	857885611	1547017	-0.747784041956173
SRR12711306	Asia	2.67017	111145023	1188299669	1944505	-3.42337264733489
SRR12711307	Asia	4.17513	122540252	1371999650	2059982	-2.12095788258549
SRR12711308	Asia	6.12457	97865975	573479768	818016	0.777783321343971
SRR12711309	Asia	5.12506	123610992	656128617	789603	-0.453705411307046
SRR12711310	Asia	5.34334	104309499	762985912	1410463	-0.193549917888662
SRR12711311	Asia	6.74967	93529217	763331151	1065361	1.07057146342697
SRR12711312	Asia	5.39311	84496385	554398601	1055099	0.225565817587248
SRR12711313	Asia	4.09218	90893250	851227774	1543131	-1.57936849496338
SRR12711314	Asia	2.15843	93152406	929246920	1639846	-3.6244906719912
SRR12711315	Asia	5.22557	93265451	622234527	1080686	-0.115442770890678
SRR12711316	Asia	5.59076	101061854	730564675	1270587	0.0716838571444884
SRR12711317	Asia	7.32551	135940339	1028639858	1468845	1.32912594318084
SRR12711318	Asia	5.21239	93505426	886607742	1614093	-0.502276237785726
SRR12711319	Asia	3.56032	94024927	676377865	1248855	-1.84366807264166
SRR12711320	Asia	5.13456	95267469	575992899	953842	-0.143226718047154
SRR12711321	Asia	5.79767	94520296	623099273	1065353	0.447502064151996
SRR12711322	Asia	6.57292	112389085	829800009	1345982	0.877940729027517
SRR12711323	Asia	4.48914	98294988	926116451	1650826	-1.28414265142443
SRR12711324	Asia	5.80582	83750750	434137332	672197	0.8096427834821
SRR12711325	Asia	3.39472	105916509	1050268091	1793003	-2.5399907904712
SRR12711326	Asia	4.60438	90939123	551858139	800077	-0.692363717000337
SRR12711327	Asia	6.22019	91166352	592721486	886038	0.858613878163086
SRR12711328	Asia	4.32441	117402568	1023397907	1840436	-1.55369348320915
SRR12711329	Asia	5.34007	99931214	609859907	941776	-0.0358395091991926
SRR12711330	Asia	5.38557	116425184	854354075	1509288	-0.299049891844025
SRR12711331	Asia	4.99501	88036375	529361978	747492	-0.268697426656927
SRR12711332	Asia	5.94203	95765221	607896050	820640	0.502099985986325
SRR12711333	Asia	7.095	111529242	836660510	1121786	1.29581954286893
SRR12711334	Asia	4.21027	82389814	584001109	1157674	-0.995718400212606
SRR12711335	Asia	5.43547	79362205	481346356	897578	0.415259692338062
SRR12711336	Asia	4.10256	83610793	651982079	1278254	-1.23219611118984
SRR12711337	Asia	4.15312	87822345	794482451	1455199	-1.4364536671155
SRR12711338	Asia	5.65697	90258538	505856353	662821	0.407346813161646
SRR12711339	Asia	6.107	97873761	626933843	857191	0.639171236417571
SRR12711340	Asia	5.9298	95758193	599421226	964098	0.592846471331324
SRR12711341	Asia	6.21067	112890520	660694261	769606	0.606464703522972
SRR12711342	Asia	4.86485	113334257	1182116525	1991122	-1.2081358397153
SRR12711343	Asia	4.80769	104344064	1034885448	1786146	-1.10526780263776
SRR12711344	Asia	6.93853	134022692	955681024	1189272	0.955923105811355
SRR12711345	Asia	6.3278	113881429	697695260	834434	0.675754771497647
SRR12711346	Asia	5.26371	123401654	661818175	744822	-0.358144527527082
SRR12711347	Asia	2.91479	93788335	842173499	1513595	-2.74856817954529
SRR12711348	Asia	6.41342	115171714	762964825	1110556	0.75907907853162
SRR12711349	Asia	6.15894	84220496	567703150	900944	0.874270303189013
SRR12711350	Asia	6.84405	94204619	642941759	964951	1.39375748127741
SRR12711351	Asia	5.94857	103393008	813215935	1489220	0.335336891039832
SRR12711352	Asia	6.04009	92529376	670109768	884158	0.478931127024516
SRR12711353	Asia	5.72128	122421069	836154320	1382673	0.0286904866856566
SRR12711354	Asia	5.64964	87128245	498815940	768080	0.495565515173201
SRR12711355	Asia	7.04763	99557579	770303897	1039063	1.34234208089745
SRR12711356	Asia	5.57098	126801793	1220181154	2001620	-0.548944741336082
SRR12711357	Asia	6.62971	102330066	669868629	960862	1.11215897806198
SRR12711358	Asia	4.40888	91356261	903192564	1635152	-1.3297149333376
SRR12711359	Asia	2.84221	93643329	970522535	1701269	-2.99270408087919
SRR12711360	Asia	5.68472	102073165	762331718	1394082	0.143058980628176
SRR12711361	Asia	5.03256	108344606	554496323	810583	-0.262644464183338
SRR12711362	Asia	4.8493	91211108	622923426	1180597	-0.449817812459899
SRR12711363	Asia	5.48893	100974544	545220289	794190	0.209761264453427
SRR12711364	Asia	5.3459	113242871	718171372	1149035	-0.193748312756189
SRR12711365	Asia	5.9462	126597816	774979030	978314	0.204903213022299
SRR12711366	Asia	6.15716	126530243	825015892	1104563	0.374967760234875
SRR12711377	Asia	6.1928	132020305	977261475	1419997	0.262097841806046
SRR12711378	Asia	4.8569	102547741	758560499	1162680	-0.76705433974475
SRR12711389	Asia	6.49142	130750615	992867105	1371130	0.517464444795186
SRR12711400	Asia	6.1479	106674180	824920408	1221419	0.41328365714797
SRR12711411	Asia	6.43302	141496806	1093023840	1515751	0.354594156580358
SRR12711422	Asia	6.03786	117050066	867601915	1262142	0.23933882179481
SRR12711433	Asia	6.0187	118739334	862885232	1331182	0.255758605513479
SRR12711444	Asia	5.48064	112452463	504949659	475751	0.072239542282571
SRR12711455	Asia	5.25569	95377467	417787450	370891	0.0275848183919908
SRR12711466	Asia	4.77841	118324154	385468214	298772	-0.423574737678504
SRR12711477	Asia	3.84802	110580972	305781962	271392	-1.02781316091602
SRR12711488	Asia	4.6596	102147530	731250682	1166135	-0.903551621797456
SRR12711489	Asia	4.96843	99220522	768510290	1204655	-0.659488414541855
SRR12711500	Asia	5.02668	98751088	668995193	1053930	-0.44327590891653
SRR12711511	Asia	5.60024	109338721	751556488	1098708	-0.0358627897364084
SRR12711515	Asia	6.37748	106167170	795558113	1145415	0.669492294318191
SRR12711516	Asia	7.05036	108049233	863226770	1153987	1.2141448971896
SRR12711517	Asia	7.12175	109227116	850040484	1143993	1.30630623734338
SRR12711518	Asia	5.1744	113137762	752460999	1212387	-0.41407605315511
SRR12711519	Asia	5.81698	113432227	829500701	1113685	0.0283771508659443
SRR12711520	Asia	7.1291	128939511	1017390451	1379538	1.11845017125083
SRR12711521	Asia	6.97738	113047404	934263418	1302396	1.074049594213
SRR12711522	Asia	5.12956	106165663	701799975	1000959	-0.442470569045018
SRR12711523	Asia	6.94253	110701664	867907094	1248261	1.13705057850315
SRR12711524	Asia	6.93081	105292722	832595320	1206253	1.1747656722679
SRR12711525	Asia	6.77535	103812011	785049616	1141992	1.08705388191941
SRR12711526	Asia	6.99896	132635436	1033144199	1433881	0.98311165047926
SRR12711528	Asia	6.88205	97766245	813342470	1159617	1.14308942160256
SRR12711529	Asia	7.08781	111575125	867613605	1290348	1.29951787215351
SRR12711530	Asia	5.3246	104348685	714507799	1131095	-0.215894279912718
SRR12711531	Asia	6.68752	129059416	957367390	1386145	0.777754194715576
SRR12711532	Asia	5.03458	120884073	748172692	1023491	-0.627947326390469
SRR12711533	Asia	7.294	102351776	810912991	1111160	1.53934960519248
SRR12711534	Asia	6.87832	97930621	768918502	992877	1.15304250390132
SRR12711535	Asia	6.66353	125598874	717447685	1049156	1.08186026217829
SRR12711536	Asia	7.4399	127032665	1076608816	1518956	1.38533129540814
SRR12711537	Asia	4.95202	108363994	702407375	990130	-0.626505502134057
SRR12711538	Asia	6.9394	106613093	880207002	1294307	1.12857470800371
SRR12711539	Asia	6.93624	103354820	816701193	1155138	1.18955544741315
SRR12711540	Asia	6.51815	103623458	829982031	1252963	0.785866652952608
SRR12711542	Asia	7.06609	110065599	771339279	1173708	1.42089724258214
SRR12711543	Asia	7.50568	118818436	902255056	1313017	1.66364427423848
SRR12711544	Asia	7.32353	96343590	813741992	1217428	1.60777255131279
SRR12711545	Asia	6.80832	113121687	842669280	1218676	1.03903220556107
SRR12711546	Asia	7.22356	124103327	993247584	1365510	1.24611412031664
SRR12711554	Asia	4.81379	99232289	697491373	1087413	-0.708073825894592
SRR12711565	Asia	4.85648	109004289	777241583	1246531	-0.77123188053548
SRR12711576	Asia	4.10441	104185348	734795451	1214444	-1.44604571216342
SRR12711579	Asia	6.79427	118812939	972325117	1354108	0.846441930456719
SRR12711580	Asia	7.37285	110654244	881461815	1232105	1.53577583340709
SRR12711581	Asia	6.72601	101269009	815266521	1152677	0.980788903859384
SRR12711582	Asia	6.31565	86246669	690233857	1094101	0.811565604718864
SRR12711583	Asia	7.19271	124841337	964500958	1430548	1.28609940397488
SRR12711584	Asia	4.72105	96794191	632770945	1030367	-0.670319625027333
SRR12711585	Asia	7.27779	119980137	964309125	1390226	1.35663454311016
SRR12711586	Asia	7.12199	116934427	990459762	1461413	1.18196164076883
SRR12711587	Asia	4.97082	111616130	764914528	1061084	-0.710845560326698
SRR12711588	Asia	7.1381	113438441	917488913	1324564	1.27257478449804
SRR12711589	Asia	6.79961	126758223	1058002002	1536005	0.778803017299377
SRR12711590	Asia	7.06681	114320257	904926125	1312578	1.21921030596019
SRR12711591	Asia	6.98171	112001764	913016181	1261558	1.09962602176707
SRR12711592	Asia	7.03318	111603860	917466535	1316386	1.16435224237051
SRR12711593	Asia	6.95027	110750173	846902068	1087680	1.11589588373877
SRR12711594	Asia	6.90341	116548936	1014842220	1324169	0.87482448074186
SRR12711595	Asia	5.32551	102136513	661456896	1083967	-0.111563727067204
SRR12711596	Asia	6.35964	87112318	691943481	1033253	0.823208195350633
SRR12711597	Asia	6.60949	97859804	741353667	1106531	0.997307186309953
SRR12711598	Asia	6.92789	99439934	781996792	1184177	1.26329078454898
SRR12730711	North_America	5.74357	198267507	608285097	494747	0.0620708211334341
SRR12730712	North_America	5.94666	181013027	733743910	740808	0.161067291978161
SRR12730713	North_America	5.72087	204673596	996817657	1165761	-0.333251531946122
SRR12730714	North_America	2.91448	196190399	1053603257	209022	-4.08602322444689
SRR12730715	North_America	5.28983	178077085	1271996816	586281	-1.50364201351941
SRR12730716	North_America	5.6435	195002476	1108184035	1348495	-0.51040171273809
SRR12730717	North_America	5.91738	190595085	1004338156	1157938	-0.153394338016898
SRR12730718	North_America	5.50041	186665569	1308224462	1403352	-0.90310183045527
SRR12730719	North_America	5.54204	164412431	1106433288	1317027	-0.623756133938005
SRR12730720	North_America	5.42143	164989891	1120688159	1289073	-0.775729304449295
SRR12730721	North_America	5.25878	118471101	515305638	525021	-0.132599446087281
SRR12730722	North_America	5.35756	130563728	476919615	399774	-0.0426385469138453
SRR12730723	North_America	5.70778	198786591	729973446	761263	-0.0544235013215659
SRR12730724	North_America	5.31223	161904700	1334638918	1345404	-1.14690871643328
SRR12730725	North_America	5.79282	205378159	600950239	466790	0.102556756565105
SRR12730726	North_America	5.34532	168578022	1272765836	1222147	-1.08415260291374
SRR12730727	North_America	5.81201	198896000	1081269736	1291805	-0.323147761872406
SRR12730728	North_America	5.66599	173766204	1103492862	1301047	-0.500701909060262
SRR12730729	North_America	5.32428	165914593	1411368894	1025058	-1.36045005891108
SRR12730730	North_America	5.83338	199831860	1554757686	1101047	-0.969513185142459
SRR12730731	North_America	5.23754	199849099	1467002310	1021390	-1.50865348112125
SRR12730732	North_America	5.32761	180429369	642377837	650408	-0.307462181744545
SRR12730733	North_America	5.61962	168514588	496664879	395293	0.152132484760267
SRR12730734	North_America	5.57033	215132971	583310913	581775	0.0387231065278183
SRR12730735	North_America	5.70463	184639926	569675645	484533	0.117827833361877
SRR12730736	North_America	5.86228	225843231	1108875579	1314782	-0.302922370082651
SRR12730737	North_America	5.2873	198414269	1369728929	1044112	-1.33692744850453
SRR12730738	North_America	5.14902	217132669	1401653619	598487	-1.78826889988492
SRR12730739	North_America	5.64633	206079865	1212384343	1366956	-0.645479516355985
SRR12730740	North_America	5.6622	209753443	1179239566	1252007	-0.62818216304461
SRR12730741	North_America	5.5181	146089543	498243814	448529	0.106141482533304
SRR12730742	North_America	5.85745	200771484	1108872726	1293439	-0.317758095829591
SRR12730743	North_America	5.48103	196042934	745627565	827916	-0.273956992541912
SRR12730744	North_America	5.38941	213120161	1203449836	1191318	-0.958382632314003
SRR12730745	North_America	5.36674	198580537	1396632593	1050662	-1.28586387826236
SRR12730746	North_America	5.71261	207220655	660019407	617292	0.00981751425041136
SRR12730747	North_America	5.60852	182361082	1277727030	1257608	-0.811767103716687
SRR12730748	North_America	5.45792	192216262	1496278816	858473	-1.407435290506
SRR12730749	North_America	5.23219	242839447	1471924409	648550	-1.74255195022283
SRR12730750	North_America	5.41336	194006481	1408807699	695043	-1.45946200339656
SRR12915119	North_America	2.63304	18971051	47333892	79583	0.140091013146306
SRR12915120	North_America	3.45552	24644323	91987564	148742	0.202039474570995
SRR12915121	North_America	0.669846	26275487	32147237	76238	-1.2126984016553
SRR12915124	North_America	3.44854	36945262	112722606	188283	-0.0103788998436769
SRR12915125	North_America	3.61135	28888314	104056097	175527	0.24317844016154
SRR12915126	North_America	2.2014	20510182	54619884	113602	-0.344953620242228
SRR12915129	North_America	2.10429	22975602	93819410	128773	-1.25403336643104
SRR12915130	North_America	1.88052	25716154	71825268	133217	-1.0264580569239
SRR12915131	North_America	3.19936	22579869	56138368	121882	0.645149646478419
SRR12915132	North_America	1.498	20977116	48183119	104199	-0.887940222481159
SRR12915135	North_America	3.01508	21263150	41416007	65605	0.644057825066228
SRR12915136	North_America	3.30752	19641819	34521501	44020	1.03144123648409
SRR12915137	North_America	3.40674	21348048	35724045	45617	1.09426535727188
SRR12915138	North_America	1.31561	19191739	31274218	68444	-0.581013923272139
SRR12915141	North_America	3.63401	30446291	72051320	129905	0.712070965068967
SRR12915145	North_America	2.31574	18122360	51245406	90160	-0.244384051098418
SRR12915153	North_America	2.79465	17771475	71281340	107630	-0.212074445567105
SRR12915162	North_America	0	20219707	76554212	122907	-3.05416798312735
SRR12915163	North_America	2.20986	23643177	57644596	119697	-0.395516567740015
SRR12915166	North_America	4.73077	49964101	196450022	289630	0.591420599695794
SRR12915167	North_America	4.24227	41105469	165048139	247281	0.303205136456717
SRR12915168	North_America	3.98588	34154469	142115205	215875	0.21854152842143
SRR12915169	North_America	3.15381	52016524	188243175	353579	-0.8164266589357
SRR12915173	North_America	3.76457	52092917	192391216	293914	-0.332993746388144
SRR12915175	North_America	3.59946	25987183	86397943	136661	0.406164281973845
SRR12915176	North_America	2.81013	28600710	80548992	156756	-0.199792351958815
SRR12915179	North_America	2.97091	28490215	107827580	166223	-0.48227045682775
SRR12915182	North_America	3.01676	19672542	79152032	120427	-0.102043531397998
SRR12915183	North_America	1.68054	21352603	86033806	137765	-1.50501064057309
SRR12915184	North_America	2.62426	22662509	51577696	109633	0.154591477287163
SRR12915188	North_America	1.32388	17183935	68203836	106794	-1.61577747138299
SRR12915190	North_America	2.13413	23897225	87463187	147584	-1.042041287736
SRR12915191	North_America	1.30427	27821680	66345102	145446	-1.42917811324552
SRR12915194	North_America	2.9357	25890807	94228660	150969	-0.348586380001999
SRR12915195	North_America	3.81314	25163900	98524916	159466	0.483461983268257
SRR12915197	North_America	3.47992	26493971	94646760	156058	0.205338343521172
SRR12915198	North_America	1.32263	22018391	53926589	112300	-1.20765375624594
SRR12915201	North_America	2.82545	28033775	103061054	191438	-0.484417804918995
SRR12915202	North_America	0	23092063	89220208	149826	-3.20141796888093
SRR12915203	North_America	0	22535423	85107136	143956	-3.14526606975667
SRR12915206	North_America	3.32909	27612700	105818790	156928	-0.122785150670536
SRR12915208	North_America	2.86006	20969266	71870574	115677	-0.121474600837994
SRR12915209	North_America	2.02782	18804502	35897263	66065	-0.110042022197257
SRR12915212	North_America	3.41217	21188829	81186392	112493	0.219494314614028
SRR12915217	North_America	4.43098	28367980	116803988	172497	0.866669951395915
SRR12915218	North_America	4.94805	39919376	170542984	237092	0.934522478542338
SRR12915219	North_America	5.22504	58495900	231340859	327260	0.88422869545319
SRR12915220	North_America	2.59112	26626067	80556431	130245	-0.512355245086293
SRR12915223	North_America	2.91722	20410314	81718707	133645	-0.200821897590761
SRR12915224	North_America	3.92138	29760202	121000023	189984	0.348754078778152
SRR12915226	North_America	4.72401	41690436	179835075	262923	0.676744671870938
SRR12915227	North_America	2.22313	30220854	86926045	175857	-0.852062117539073
SRR12915228	North_America	2.72236	20165020	64908526	96609	-0.184480364543666
SRR12915229	North_America	3.12962	21898209	75201209	105918	0.0315036424317201
SRR12915230	North_America	0.683111	36964304	71750807	162722	-2.11681614282196
SRR12915233	North_America	2.08643	29398526	100060114	149839	-1.29684637704472
SRR12915234	North_America	2.65843	27665477	106914686	159605	-0.801678162487095
SRR12915235	North_America	2.36625	25246594	88331880	129458	-0.890324366779866
SRR12915237	North_America	2.75213	37846942	90204858	191476	-0.337097608384491
SRR12915240	North_America	3.73103	43740760	163542997	257124	-0.172775156449315
SRR12915241	North_America	3.53299	31630992	128205942	200303	-0.106023447774487
SRR12915242	North_America	2.35084	22052380	80896911	142498	-0.717664548757753
SRR12915243	North_America	2.96162	24488839	95787816	187389	-0.242493743170798
SRR12915246	North_America	3.55737	23774288	91908196	158132	0.335208196150413
SRR12915248	North_America	3.4067	23295815	82286968	151521	0.342045385617723
SRR12915249	North_America	3.61709	20430508	85212429	148720	0.484487388901843
SRR12915250	North_America	1.92473	23630414	52918966	103014	-0.616873047787526
SRR12915254	North_America	1.58538	19526254	69773448	107359	-1.38648262932339
SRR12915255	North_America	3.02675	49933836	179718399	243138	-1.05557684230074
SRR12915256	North_America	3.23296	28237909	104824005	147861	-0.232903867363427
SRR12915257	North_America	2.08939	24777430	52768960	112829	-0.401541005540698
SRR12915261	North_America	2.94718	31977924	122619530	191455	-0.642003516541982
SRR12915262	North_America	1.84018	19613917	72042768	124983	-1.10774978439874
SRR12915263	North_America	1.79888	33415443	112945500	194828	-1.64780611970126
SRR12915264	North_America	2.89329	21045844	61221804	129492	0.227734195171334
SRR12915267	North_America	2.54969	16130915	67886042	105287	-0.390479994502214
SRR12915268	North_America	4.08765	26753892	130132280	218983	0.466243190261377
SRR12915269	North_America	1.91884	21154366	58104787	86401	-0.863514773990013
SRR12915272	North_America	2.28391	21067695	70175001	110411	-0.682086290515579
SRR12915273	North_America	3.21167	35152456	127570830	189233	-0.445947240540597
SRR12915274	North_America	3.14143	19322792	60283850	100587	0.373728607221825
SRR12915275	North_America	1.77267	15981588	32572581	72049	-0.167163321013314
SRR12915277	North_America	3.47657	29554279	96762422	151128	0.151921818473628
SRR12915278	North_America	3.35642	22845747	88377411	132406	0.108646612913175
SRR12915279	North_America	3.22025	34758063	99482788	161008	-0.115203539239969
SRR12915280	North_America	4.02639	29538111	77908823	150678	1.05125925019571
SRR12915283	North_America	3.08618	24522068	110317836	171487	-0.390822433549661
SRR12915285	North_America	1.37402	26782510	81597686	154195	-1.66609455043791
SRR12915286	North_America	3.1052	26178875	57538909	118064	0.497563549243348
SRR12915289	North_America	3.89206	22935520	58433983	92406	1.13529624885142
SRR12915290	North_America	3.65646	25686092	69821662	117800	0.734032546765812
SRR12915291	North_America	2.75523	30078290	83689671	145974	-0.351339731400897
SRR12915292	North_America	1.86399	31990568	72348522	145574	-1.00711739284098
SRR12915294	North_America	2.76992	24471705	79128580	159718	-0.204326151097002
SRR12915296	North_America	3.15973	28099675	98278056	160256	-0.161680507889905
SRR12915297	North_America	3.11405	17107506	60630526	92781	0.294905601019736
SRR12915298	North_America	2.55787	23734914	69084444	125848	-0.315699531866908
SRR12915299	North_America	2.70362	24334746	69913890	137131	-0.146122990401498
SRR12915300	North_America	2.92115	31091125	90206861	156841	-0.270593315267114
SRR12915304	North_America	2.09706	21225130	67459947	113778	-0.789949345435652
SRR12915305	North_America	2.74485	26657033	90159594	152412	-0.462741368873203
SRR12915306	North_America	3.04773	24569823	90782333	151839	-0.174173848343088
SRR12915307	North_America	0.450736	20594418	36571544	80473	-1.6175768553787
SRR12915310	North_America	2.34261	21007745	55647001	107916	-0.259112750095335
SRR12915311	North_America	2.88045	20288523	61649565	111268	0.127496847984561
SRR12915312	North_America	2.46888	30242914	62339513	137520	-0.190294577007741
SRR12915316	North_America	1.3614	28666625	67681307	107726	-1.55338970742171
SRR12915317	North_America	2.10569	24182621	58034055	97640	-0.611674662565518
SRR12915318	North_America	2.53631	27231991	88473592	128077	-0.727006334366697
SRR12915319	North_America	2.06928	22540151	36039325	80320	0.0251891494398163
SRR12915322	North_America	3.28243	38020786	90535415	160565	0.099663713186284
SRR12915323	North_America	2.08589	22026149	49674963	87906	-0.433349985791589
SRR12915324	North_America	2.34537	19198069	41506439	81761	0.0788431072905534
SRR12915325	North_America	2.26947	17996951	40542025	80153	0.0301073395464449
SRR12915329	North_America	0	15702222	39782798	73592	-2.25343123188547
SRR12915331	North_America	1.03099	18978177	28185401	63893	-0.731650553900728
SRR12915335	North_America	2.5808	20411176	37308404	72491	0.428012307355445
SRR12915336	North_America	2.97884	23068977	44404174	86752	0.635422342727256
SRR12915337	North_America	3.43295	33007712	58604843	119427	0.804961278441764
SRR12915338	North_America	1.53061	32462880	59741175	122944	-1.11429085722623
SRR12915341	North_America	2.23258	21705968	55601574	105243	-0.379794924009444
SRR12915342	North_America	2.32847	21267019	56888448	106314	-0.316244018847387
SRR12915343	North_America	2.39646	20037388	59242411	107262	-0.310443103797739
SRR12915344	North_America	0.99214	18703138	30929529	63088	-0.927523649958933
SRR12915345	North_America	3.77319	24262160	101751682	144843	0.342839093243754
SRR12915346	North_America	4.18431	29367466	125659912	159826	0.464181770951666
SRR12960523	Europe	6.13119	140554816	782579175	967720	0.37031613478247
SRR12960524	Europe	6.22506	185253650	1017825442	1253753	0.171825633490157
SRR12960525	Europe	6.49043	202938359	1019051084	1261372	0.439704100265621
SRR12960526	Europe	5.69468	185881895	847878892	1143375	-0.108510479948875
SRR12960527	Europe	5.82238	195354776	731002950	819177	0.0941358390217386
SRR13040388	Europe	3.77724	37259447	213712642	329884	-0.438344904475566
SRR13040389	Europe	3.02231	59009261	341245400	501119	-1.73572988259481
SRR13040390	Europe	2.98106	39201328	191224874	282860	-1.1302385119935
SRR13180915	Europe	6.70155	204845162	1684282725	2596151	0.196647951149856
SRR13180916	Europe	7.14099	180960032	1463980019	2246856	0.789208612927923
SRR13180917	Europe	7.59896	259347641	2127544689	3327732	0.843030469407881
SRR13180918	Europe	7.29278	269307646	2165479633	3113694	0.475710633753558
SRR13180919	Europe	7.26361	257401044	2116112499	3263843	0.506633147393548
SRR13180920	Europe	7.57532	231137099	1855329779	2945945	0.978620277503742
SRR13180921	Europe	7.72941	203269396	1653999716	2363844	1.20708509166169
SRR13180922	Europe	6.93347	174902880	1290528169	1579334	0.609827082136831
SRR13180923	Europe	7.29138	203315244	1620872006	2509568	0.831621432454876
SRR13180924	Europe	6.83521	163155706	1233421667	2007837	0.703330983397466
SRR13180925	Europe	6.73748	156859931	1173506313	1905327	0.659532282489255
SRR13180926	Europe	7.42773	197078186	1564372301	2443723	1.01170217449686
SRR13180927	Europe	7.20566	185102956	1447890140	2284913	0.88050070148063
SRR13180928	Europe	7.17965	243930534	1904754794	2964986	0.544427852199834
SRR13180929	Europe	7.06166	198348836	1550768757	2460347	0.66325615483601
SRR13180930	Europe	7.57037	216377567	1741380249	2695741	1.03108445709232
SRR13180931	Europe	7.15613	173760826	1276282931	2061848	0.983139026614903
SRR13180932	Europe	7.5122	171269723	1367447030	2125573	1.2423947031515
SRR13180933	Europe	6.97952	175004287	1314398446	2109170	0.770281167502359
SRR13180934	Europe	7.51213	230461343	1844269422	2690013	0.87980445452995
SRR13180935	Europe	6.97148	194101500	1460468941	2284990	0.633077024171521
SRR13180936	Europe	7.43012	229231822	1777241432	2753965	0.869372813728962
SRR13180937	Europe	7.51326	231881143	1852601098	2812267	0.895866418186262
SRR13180938	Europe	7.63522	304768314	2543373310	3861914	0.666838685118359
SRR13180939	Europe	7.15881	219593964	1787366611	2770103	0.591093069466664
SRR13180941	Europe	7.39147	249739654	2028304020	3188735	0.691063083578851
SRR13180942	Europe	7.33642	207463852	1681780303	2643021	0.843038077810071
SRR13180943	Europe	7.1209	198818266	1605237516	2428059	0.660042148347895
SRR13180944	Europe	6.74518	189519831	1408900027	2223210	0.450972493576473
SRR13180945	Europe	6.71447	181625517	1372349254	2187153	0.454019777889423
SRR13180946	Europe	7.25402	220574264	1745592032	2738872	0.719030688187163
SRR13180947	Europe	7.56116	235212203	1984189480	2962581	0.85878411722272
SRR13180948	Europe	7.08154	218491005	1719604853	2743039	0.571451579312518
SRR13180949	Europe	6.86964	231115142	1784846692	2841853	0.317751736709472
SRR13180950	Europe	7.34343	249972785	2062252323	3093930	0.601121532961625
SRR13180951	Europe	7.44928	193227887	1563368478	2430040	1.03118364892498
SRR13180952	Europe	7.18752	230953255	1880199759	2951767	0.570224355158592
SRR13180953	Europe	7.61642	187232928	1488345532	2235519	1.23592292625358
SRR13180954	Europe	7.11237	221792750	1798953533	2793474	0.538528912509228
SRR13180955	Europe	6.24915	134925082	1001755668	1631434	0.347827308462756
SRR13180956	Europe	7.74404	310320958	2518760515	3795232	0.783019414230112
SRR13180957	Europe	6.9897	224120533	1785676329	2783285	0.426202171964211
SRR13180958	Europe	7.38128	243832502	2036864657	3100324	0.6596696591906
SRR13180959	Europe	7.11327	217075831	1741830969	2704866	0.575299200538914
SRR13180960	Europe	7.65714	216299790	1745661191	2643245	1.1040775670486
SRR13180961	Europe	7.39969	236775327	1854100195	2823558	0.783311866769488
SRR13180962	Europe	7.32512	226296038	1698202057	2230423	0.732838742025178
