SRA Run	BioProject	Manure	Collection_Date	Continent	Country	Coordinate
ERR1135443	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135444	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135445	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135446	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135447	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135448	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135450	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135451	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135452	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135453	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135454	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135455	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135456	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135457	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135458	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135459	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135460	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135461	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135462	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135463	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135464	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135465	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135466	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135467	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135468	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135469	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135470	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135471	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
ERR1135472	PRJEB11755	swine	2013	Asia	China	22.55N114.08E
SRR8198106	PRJNA352989	swine	2017	North_America	USA	
SRR8198107	PRJNA352989	swine	2017	North_America	USA	
SRR8198108	PRJNA352989	swine	2017	North_America	USA	
SRR8198109	PRJNA352989	swine	2017	North_America	USA	
SRR8198110	PRJNA352989	swine	2017	North_America	USA	
SRR8198111	PRJNA352989	swine	2017	North_America	USA	
SRR8198112	PRJNA352989	swine	2017	North_America	USA	
SRR8198113	PRJNA352989	swine	2017	North_America	USA	
SRR8198114	PRJNA352989	swine	2017	North_America	USA	
SRR8198115	PRJNA352989	swine	2017	North_America	USA	
SRR8198116	PRJNA352989	swine	2017	North_America	USA	
SRR8198117	PRJNA352989	swine	2017	North_America	USA	
SRR8198118	PRJNA352989	swine	2017	North_America	USA	
SRR8198119	PRJNA352989	swine	2017	North_America	USA	
SRR8198120	PRJNA352989	swine	2017	North_America	USA	
SRR8198121	PRJNA352989	swine	2017	North_America	USA	
SRR8198122	PRJNA352989	swine	2017	North_America	USA	
SRR8198123	PRJNA352989	swine	2017	North_America	USA	
SRR8198124	PRJNA352989	swine	2017	North_America	USA	
SRR8198125	PRJNA352989	swine	2017	North_America	USA	
SRR8198126	PRJNA352989	swine	2017	North_America	USA	
SRR8198127	PRJNA352989	swine	2017	North_America	USA	
SRR8198128	PRJNA352989	swine	2017	North_America	USA	
SRR8198129	PRJNA352989	swine	2017	North_America	USA	
SRR8198130	PRJNA352989	swine	2017	North_America	USA	
SRR8198131	PRJNA352989	swine	2017	North_America	USA	
SRR8198132	PRJNA352989	swine	2017	North_America	USA	
SRR8198133	PRJNA352989	swine	2017	North_America	USA	
SRR8198134	PRJNA352989	swine	2017	North_America	USA	
SRR8198135	PRJNA352989	swine	2017	North_America	USA	
SRR8198136	PRJNA352989	swine	2017	North_America	USA	
SRR8198137	PRJNA352989	swine	2017	North_America	USA	
CNS0178547	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178548	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178549	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178550	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178551	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178552	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178553	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178554	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178555	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178556	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178557	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178558	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178559	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178560	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178561	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178562	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178563	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178564	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178565	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178566	CNP0000824	swine	2014	Asia	China	22.4N112.4E
CNS0178567	CNP0000824	swine	2013	Asia	China	28.7N115.9E
CNS0178568	CNP0000824	swine	2013	Asia	China	28.7N115.9E
CNS0178616	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178617	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178618	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178619	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178620	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178621	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178622	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178623	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178625	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178626	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178627	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178628	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178629	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178630	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178631	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178632	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178633	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178635	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178636	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178637	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178638	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178639	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178640	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178641	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178642	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178643	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178644	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178645	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178646	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178647	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178648	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178649	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178650	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178651	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178652	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178653	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178654	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178655	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178656	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178657	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178658	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178659	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178660	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178661	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178662	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178663	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178664	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178665	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178666	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178667	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178668	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178669	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178670	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178671	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178672	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178673	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178674	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178675	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178676	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178677	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178678	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178679	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178680	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178681	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178682	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178683	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178684	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178685	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178686	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178687	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178688	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178689	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178690	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178691	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178692	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178693	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178694	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178695	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178696	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178697	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178698	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178699	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178700	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178701	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178702	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178703	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178704	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178705	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178706	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178707	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178708	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178709	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178710	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178711	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178712	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178713	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178714	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178715	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178716	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178717	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178718	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178719	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178720	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178721	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178722	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178723	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178724	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178725	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178726	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178727	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178728	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178729	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178730	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178731	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178732	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178734	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178735	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178736	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178737	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178738	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178739	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178740	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178741	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178742	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178743	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178744	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178745	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178746	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178747	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178748	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178749	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178750	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178751	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178752	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178753	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178754	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178755	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178756	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178757	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178758	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178759	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178760	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178761	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178762	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178763	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178764	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178765	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178766	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178767	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178768	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178769	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178770	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178771	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178772	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178773	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178774	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178775	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178776	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178777	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178778	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178779	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178780	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178781	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178782	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178783	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178784	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178785	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178786	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178787	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178788	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178789	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178790	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178791	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178792	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178793	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178794	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178795	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178796	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178797	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178798	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178800	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178801	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178802	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178803	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178804	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178805	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178806	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178807	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178808	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178809	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178811	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178812	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178813	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178814	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178815	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178816	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178817	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178818	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178819	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178820	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178821	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178822	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178823	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178824	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178825	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178826	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178827	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178828	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178829	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178830	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178831	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178832	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178833	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178834	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178835	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178836	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178837	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178838	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178839	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178840	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178841	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178842	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178843	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178844	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178845	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178846	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178847	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178848	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178849	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178850	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178851	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178852	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178853	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178854	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178855	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178856	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178857	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178858	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178859	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178860	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178861	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178862	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178863	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178864	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178865	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178866	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178867	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178868	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178869	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178870	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178871	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178872	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178873	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178874	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178875	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178876	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178877	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178878	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178879	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178880	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178881	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178882	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178883	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178884	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178885	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178886	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178887	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178888	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178889	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178890	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178891	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178892	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178893	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178894	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178895	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178896	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178897	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178898	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178899	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178900	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178901	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178902	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178903	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178904	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178905	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178906	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178907	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178908	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178910	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178911	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178912	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178913	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178914	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178915	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178916	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178917	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178918	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178919	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178920	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178921	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178922	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178923	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178924	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178925	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178926	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178932	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178933	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178934	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178935	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178936	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178937	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178938	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178939	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178940	CNP0000824	swine	2016	Asia	China	28.7N115.9E
CNS0178468	CNP0000824	swine	2017	Asia	China	24.8N115.0E
CNS0178469	CNP0000824	swine	2017	Asia	China	24.8N115.0E
CNS0178470	CNP0000824	swine	2017	Asia	China	24.8N115.0E
CNS0178471	CNP0000824	swine	2017	Asia	China	24.8N115.0E
CNS0178472	CNP0000824	swine	2017	Asia	China	24.8N115.0E
CNS0178473	CNP0000824	swine	2017	Asia	China	24.8N115.0E
