SRA Run	BioProject	Manure	Collection_Date	Continent	Country	Coordinate
SRR12711062	PRJNA656389	cattle	2020	Asia	China	
SRR12711063	PRJNA656389	cattle	2020	Asia	China	
SRR12711064	PRJNA656389	cattle	2020	Asia	China	
SRR12711065	PRJNA656389	cattle	2020	Asia	China	
SRR12711066	PRJNA656389	cattle	2020	Asia	China	
SRR12711067	PRJNA656389	cattle	2020	Asia	China	
SRR12711068	PRJNA656389	cattle	2020	Asia	China	
SRR12711069	PRJNA656389	cattle	2020	Asia	China	
SRR12711070	PRJNA656389	cattle	2020	Asia	China	
SRR12711071	PRJNA656389	cattle	2020	Asia	China	
SRR12711073	PRJNA656389	cattle	2020	Asia	China	
SRR12711075	PRJNA656389	cattle	2020	Asia	China	
SRR12711076	PRJNA656389	cattle	2020	Asia	China	
SRR12711077	PRJNA656389	cattle	2020	Asia	China	
SRR12711078	PRJNA656389	cattle	2020	Asia	China	
SRR12711079	PRJNA656389	cattle	2020	Asia	China	
SRR12711080	PRJNA656389	cattle	2020	Asia	China	
SRR12711081	PRJNA656389	cattle	2020	Asia	China	
SRR12711082	PRJNA656389	cattle	2020	Asia	China	
SRR12711083	PRJNA656389	cattle	2020	Asia	China	
SRR12711084	PRJNA656389	cattle	2020	Asia	China	
SRR12711085	PRJNA656389	cattle	2020	Asia	China	
SRR12711086	PRJNA656389	cattle	2020	Asia	China	
SRR12711087	PRJNA656389	cattle	2020	Asia	China	
SRR12711088	PRJNA656389	cattle	2020	Asia	China	
SRR12711089	PRJNA656389	cattle	2020	Asia	China	
SRR12711090	PRJNA656389	cattle	2020	Asia	China	
SRR12711091	PRJNA656389	cattle	2020	Asia	China	
SRR12711092	PRJNA656389	cattle	2020	Asia	China	
SRR12711093	PRJNA656389	cattle	2020	Asia	China	
SRR12711094	PRJNA656389	cattle	2020	Asia	China	
SRR12711095	PRJNA656389	cattle	2020	Asia	China	
SRR12711096	PRJNA656389	cattle	2020	Asia	China	
SRR12711097	PRJNA656389	cattle	2020	Asia	China	
SRR12711098	PRJNA656389	cattle	2020	Asia	China	
SRR12711099	PRJNA656389	cattle	2020	Asia	China	
SRR12711100	PRJNA656389	cattle	2020	Asia	China	
SRR12711101	PRJNA656389	cattle	2020	Asia	China	
SRR12711102	PRJNA656389	cattle	2020	Asia	China	
SRR12711103	PRJNA656389	cattle	2020	Asia	China	
SRR12711104	PRJNA656389	cattle	2020	Asia	China	
SRR12711105	PRJNA656389	cattle	2020	Asia	China	
SRR12711106	PRJNA656389	cattle	2020	Asia	China	
SRR12711107	PRJNA656389	cattle	2020	Asia	China	
SRR12711108	PRJNA656389	cattle	2020	Asia	China	
SRR12711109	PRJNA656389	cattle	2020	Asia	China	
SRR12711110	PRJNA656389	cattle	2020	Asia	China	
SRR12711111	PRJNA656389	cattle	2020	Asia	China	
SRR12711112	PRJNA656389	cattle	2020	Asia	China	
SRR12711113	PRJNA656389	cattle	2020	Asia	China	
SRR12711114	PRJNA656389	cattle	2020	Asia	China	
SRR12711115	PRJNA656389	cattle	2020	Asia	China	
SRR12711116	PRJNA656389	cattle	2020	Asia	China	
SRR12711117	PRJNA656389	cattle	2020	Asia	China	
SRR12711118	PRJNA656389	cattle	2020	Asia	China	
SRR12711119	PRJNA656389	cattle	2020	Asia	China	
SRR12711120	PRJNA656389	cattle	2020	Asia	China	
SRR12711121	PRJNA656389	cattle	2020	Asia	China	
SRR12711122	PRJNA656389	cattle	2020	Asia	China	
SRR12711123	PRJNA656389	cattle	2020	Asia	China	
SRR12711124	PRJNA656389	cattle	2020	Asia	China	
SRR12711125	PRJNA656389	cattle	2020	Asia	China	
SRR12711126	PRJNA656389	cattle	2020	Asia	China	
SRR12711127	PRJNA656389	cattle	2020	Asia	China	
SRR12711128	PRJNA656389	cattle	2020	Asia	China	
SRR12711129	PRJNA656389	cattle	2020	Asia	China	
SRR12711130	PRJNA656389	cattle	2020	Asia	China	
SRR12711131	PRJNA656389	cattle	2020	Asia	China	
SRR12711132	PRJNA656389	cattle	2020	Asia	China	
SRR12711133	PRJNA656389	cattle	2020	Asia	China	
SRR12711134	PRJNA656389	cattle	2020	Asia	China	
SRR12711135	PRJNA656389	cattle	2020	Asia	China	
SRR12711136	PRJNA656389	cattle	2020	Asia	China	
SRR12711137	PRJNA656389	cattle	2020	Asia	China	
SRR12711138	PRJNA656389	cattle	2020	Asia	China	
SRR12711139	PRJNA656389	cattle	2020	Asia	China	
SRR12711140	PRJNA656389	cattle	2020	Asia	China	
SRR12711141	PRJNA656389	cattle	2020	Asia	China	
SRR12711142	PRJNA656389	cattle	2020	Asia	China	
SRR12711143	PRJNA656389	cattle	2020	Asia	China	
SRR12711144	PRJNA656389	cattle	2020	Asia	China	
SRR12711145	PRJNA656389	cattle	2020	Asia	China	
SRR12711146	PRJNA656389	cattle	2020	Asia	China	
SRR12711147	PRJNA656389	cattle	2020	Asia	China	
SRR12711148	PRJNA656389	cattle	2020	Asia	China	
SRR12711149	PRJNA656389	cattle	2020	Asia	China	
SRR12711150	PRJNA656389	cattle	2020	Asia	China	
SRR12711151	PRJNA656389	cattle	2020	Asia	China	
SRR12711152	PRJNA656389	cattle	2020	Asia	China	
SRR12711154	PRJNA656389	cattle	2020	Asia	China	
SRR12711155	PRJNA656389	cattle	2020	Asia	China	
SRR12711156	PRJNA656389	cattle	2020	Asia	China	
SRR12711157	PRJNA656389	cattle	2020	Asia	China	
SRR12711158	PRJNA656389	cattle	2020	Asia	China	
SRR12711159	PRJNA656389	cattle	2020	Asia	China	
SRR12711160	PRJNA656389	cattle	2020	Asia	China	
SRR12711161	PRJNA656389	cattle	2020	Asia	China	
SRR12711162	PRJNA656389	cattle	2020	Asia	China	
SRR12711163	PRJNA656389	cattle	2020	Asia	China	
SRR12711164	PRJNA656389	cattle	2020	Asia	China	
SRR12711165	PRJNA656389	cattle	2020	Asia	China	
SRR12711166	PRJNA656389	cattle	2020	Asia	China	
SRR12711167	PRJNA656389	cattle	2020	Asia	China	
SRR12711168	PRJNA656389	cattle	2020	Asia	China	
SRR12711169	PRJNA656389	cattle	2020	Asia	China	
SRR12711170	PRJNA656389	cattle	2020	Asia	China	
SRR12711171	PRJNA656389	cattle	2020	Asia	China	
SRR12711172	PRJNA656389	cattle	2020	Asia	China	
SRR12711173	PRJNA656389	cattle	2020	Asia	China	
SRR12711174	PRJNA656389	cattle	2020	Asia	China	
SRR12711175	PRJNA656389	cattle	2020	Asia	China	
SRR12711176	PRJNA656389	cattle	2020	Asia	China	
SRR12711177	PRJNA656389	cattle	2020	Asia	China	
SRR12711178	PRJNA656389	cattle	2020	Asia	China	
SRR12711179	PRJNA656389	cattle	2020	Asia	China	
SRR12711180	PRJNA656389	cattle	2020	Asia	China	
SRR12711181	PRJNA656389	cattle	2020	Asia	China	
SRR12711182	PRJNA656389	cattle	2020	Asia	China	
SRR12711183	PRJNA656389	cattle	2020	Asia	China	
SRR12711184	PRJNA656389	cattle	2020	Asia	China	
SRR12711185	PRJNA656389	cattle	2020	Asia	China	
SRR12711186	PRJNA656389	cattle	2020	Asia	China	
SRR12711187	PRJNA656389	cattle	2020	Asia	China	
SRR12711188	PRJNA656389	cattle	2020	Asia	China	
SRR12711189	PRJNA656389	cattle	2020	Asia	China	
SRR12711190	PRJNA656389	cattle	2020	Asia	China	
SRR12711191	PRJNA656389	cattle	2020	Asia	China	
SRR12711192	PRJNA656389	cattle	2020	Asia	China	
SRR12711193	PRJNA656389	cattle	2020	Asia	China	
SRR12711194	PRJNA656389	cattle	2020	Asia	China	
SRR12711195	PRJNA656389	cattle	2020	Asia	China	
SRR12711196	PRJNA656389	cattle	2020	Asia	China	
SRR12711197	PRJNA656389	cattle	2020	Asia	China	
SRR12711198	PRJNA656389	cattle	2020	Asia	China	
SRR12711199	PRJNA656389	cattle	2020	Asia	China	
SRR12711200	PRJNA656389	cattle	2020	Asia	China	
SRR12711201	PRJNA656389	cattle	2020	Asia	China	
SRR12711202	PRJNA656389	cattle	2020	Asia	China	
SRR12711203	PRJNA656389	cattle	2020	Asia	China	
SRR12711204	PRJNA656389	cattle	2020	Asia	China	
SRR12711205	PRJNA656389	cattle	2020	Asia	China	
SRR12711206	PRJNA656389	cattle	2020	Asia	China	
SRR12711207	PRJNA656389	cattle	2020	Asia	China	
SRR12711208	PRJNA656389	cattle	2020	Asia	China	
SRR12711209	PRJNA656389	cattle	2020	Asia	China	
SRR12711210	PRJNA656389	cattle	2020	Asia	China	
SRR12711211	PRJNA656389	cattle	2020	Asia	China	
SRR12711212	PRJNA656389	cattle	2020	Asia	China	
SRR12711213	PRJNA656389	cattle	2020	Asia	China	
SRR12711214	PRJNA656389	cattle	2020	Asia	China	
SRR12711215	PRJNA656389	cattle	2020	Asia	China	
SRR12711216	PRJNA656389	cattle	2020	Asia	China	
SRR12711217	PRJNA656389	cattle	2020	Asia	China	
SRR12711218	PRJNA656389	cattle	2020	Asia	China	
SRR12711219	PRJNA656389	cattle	2020	Asia	China	
SRR12711220	PRJNA656389	cattle	2020	Asia	China	
SRR12711221	PRJNA656389	cattle	2020	Asia	China	
SRR12711222	PRJNA656389	cattle	2020	Asia	China	
SRR12711225	PRJNA656389	cattle	2020	Asia	China	
SRR12711226	PRJNA656389	cattle	2020	Asia	China	
SRR12711227	PRJNA656389	cattle	2020	Asia	China	
SRR12711228	PRJNA656389	cattle	2020	Asia	China	
SRR12711229	PRJNA656389	cattle	2020	Asia	China	
SRR12711230	PRJNA656389	cattle	2020	Asia	China	
SRR12711232	PRJNA656389	cattle	2020	Asia	China	
SRR12711233	PRJNA656389	cattle	2020	Asia	China	
SRR12711234	PRJNA656389	cattle	2020	Asia	China	
SRR12711235	PRJNA656389	cattle	2020	Asia	China	
SRR12711236	PRJNA656389	cattle	2020	Asia	China	
SRR12711237	PRJNA656389	cattle	2020	Asia	China	
SRR12711238	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711239	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711240	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711241	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711242	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711243	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711244	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711245	PRJNA656389	cattle	2020	Asia	China	
SRR12711246	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711247	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711248	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711249	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711250	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711251	PRJNA656389	cattle	2020	Asia	China	
SRR12711252	PRJNA656389	cattle	2020	Asia	China	
SRR12711253	PRJNA656389	cattle	2020	Asia	China	
SRR12711254	PRJNA656389	cattle	2020	Asia	China	
SRR12711255	PRJNA656389	cattle	2020	Asia	China	
SRR12711256	PRJNA656389	cattle	2020	Asia	China	
SRR12711257	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711258	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711259	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711260	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711261	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711262	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711263	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711264	PRJNA656389	cattle	2020	Asia	China	
SRR12711265	PRJNA656389	cattle	2020	Asia	China	
SRR12711266	PRJNA656389	cattle	2020	Asia	China	
SRR12711267	PRJNA656389	cattle	2020	Asia	China	
SRR12711268	PRJNA656389	cattle	2020	Asia	China	
SRR12711269	PRJNA656389	cattle	2020	Asia	China	
SRR12711270	PRJNA656389	cattle	2020	Asia	China	
SRR12711271	PRJNA656389	cattle	2020	Asia	China	
SRR12711272	PRJNA656389	cattle	2020	Asia	China	
SRR12711278	PRJNA656389	cattle	2020	Asia	China	
SRR12711289	PRJNA656389	cattle	2020	Asia	China	
SRR12711299	PRJNA656389	cattle	2020	Asia	China	
SRR12711300	PRJNA656389	cattle	2020	Asia	China	
SRR12711301	PRJNA656389	cattle	2020	Asia	China	
SRR12711302	PRJNA656389	cattle	2020	Asia	China	
SRR12711303	PRJNA656389	cattle	2020	Asia	China	
SRR12711304	PRJNA656389	cattle	2020	Asia	China	
SRR12711305	PRJNA656389	cattle	2020	Asia	China	
SRR12711306	PRJNA656389	cattle	2020	Asia	China	
SRR12711307	PRJNA656389	cattle	2020	Asia	China	
SRR12711308	PRJNA656389	cattle	2020	Asia	China	
SRR12711309	PRJNA656389	cattle	2020	Asia	China	
SRR12711310	PRJNA656389	cattle	2020	Asia	China	
SRR12711311	PRJNA656389	cattle	2020	Asia	China	
SRR12711312	PRJNA656389	cattle	2020	Asia	China	
SRR12711313	PRJNA656389	cattle	2020	Asia	China	
SRR12711314	PRJNA656389	cattle	2020	Asia	China	
SRR12711315	PRJNA656389	cattle	2020	Asia	China	
SRR12711316	PRJNA656389	cattle	2020	Asia	China	
SRR12711317	PRJNA656389	cattle	2020	Asia	China	
SRR12711318	PRJNA656389	cattle	2020	Asia	China	
SRR12711319	PRJNA656389	cattle	2020	Asia	China	
SRR12711320	PRJNA656389	cattle	2020	Asia	China	
SRR12711321	PRJNA656389	cattle	2020	Asia	China	
SRR12711322	PRJNA656389	cattle	2020	Asia	China	
SRR12711323	PRJNA656389	cattle	2020	Asia	China	
SRR12711324	PRJNA656389	cattle	2020	Asia	China	
SRR12711325	PRJNA656389	cattle	2020	Asia	China	
SRR12711326	PRJNA656389	cattle	2020	Asia	China	
SRR12711327	PRJNA656389	cattle	2020	Asia	China	
SRR12711328	PRJNA656389	cattle	2020	Asia	China	
SRR12711329	PRJNA656389	cattle	2020	Asia	China	
SRR12711330	PRJNA656389	cattle	2020	Asia	China	
SRR12711331	PRJNA656389	cattle	2020	Asia	China	
SRR12711332	PRJNA656389	cattle	2020	Asia	China	
SRR12711333	PRJNA656389	cattle	2020	Asia	China	
SRR12711334	PRJNA656389	cattle	2020	Asia	China	
SRR12711335	PRJNA656389	cattle	2020	Asia	China	
SRR12711336	PRJNA656389	cattle	2020	Asia	China	
SRR12711337	PRJNA656389	cattle	2020	Asia	China	
SRR12711338	PRJNA656389	cattle	2020	Asia	China	
SRR12711339	PRJNA656389	cattle	2020	Asia	China	
SRR12711340	PRJNA656389	cattle	2020	Asia	China	
SRR12711341	PRJNA656389	cattle	2020	Asia	China	
SRR12711342	PRJNA656389	cattle	2020	Asia	China	
SRR12711343	PRJNA656389	cattle	2020	Asia	China	
SRR12711344	PRJNA656389	cattle	2020	Asia	China	
SRR12711345	PRJNA656389	cattle	2020	Asia	China	
SRR12711346	PRJNA656389	cattle	2020	Asia	China	
SRR12711347	PRJNA656389	cattle	2020	Asia	China	
SRR12711348	PRJNA656389	cattle	2020	Asia	China	
SRR12711349	PRJNA656389	cattle	2020	Asia	China	
SRR12711350	PRJNA656389	cattle	2020	Asia	China	
SRR12711351	PRJNA656389	cattle	2020	Asia	China	
SRR12711352	PRJNA656389	cattle	2020	Asia	China	
SRR12711353	PRJNA656389	cattle	2020	Asia	China	
SRR12711354	PRJNA656389	cattle	2020	Asia	China	
SRR12711355	PRJNA656389	cattle	2020	Asia	China	
SRR12711356	PRJNA656389	cattle	2020	Asia	China	
SRR12711357	PRJNA656389	cattle	2020	Asia	China	
SRR12711358	PRJNA656389	cattle	2020	Asia	China	
SRR12711359	PRJNA656389	cattle	2020	Asia	China	
SRR12711360	PRJNA656389	cattle	2020	Asia	China	
SRR12711361	PRJNA656389	cattle	2020	Asia	China	
SRR12711362	PRJNA656389	cattle	2020	Asia	China	
SRR12711363	PRJNA656389	cattle	2020	Asia	China	
SRR12711364	PRJNA656389	cattle	2020	Asia	China	
SRR12711365	PRJNA656389	cattle	2020	Asia	China	
SRR12711366	PRJNA656389	cattle	2020	Asia	China	
SRR12711377	PRJNA656389	cattle	2020	Asia	China	
SRR12711378	PRJNA656389	cattle	2020	Asia	China	
SRR12711389	PRJNA656389	cattle	2020	Asia	China	
SRR12711400	PRJNA656389	cattle	2020	Asia	China	
SRR12711411	PRJNA656389	cattle	2020	Asia	China	
SRR12711422	PRJNA656389	cattle	2020	Asia	China	
SRR12711433	PRJNA656389	cattle	2020	Asia	China	
SRR12711444	PRJNA656389	cattle	2020	Asia	China	
SRR12711455	PRJNA656389	cattle	2020	Asia	China	
SRR12711466	PRJNA656389	cattle	2020	Asia	China	
SRR12711477	PRJNA656389	cattle	2020	Asia	China	
SRR12711488	PRJNA656389	cattle	2020	Asia	China	
SRR12711489	PRJNA656389	cattle	2020	Asia	China	
SRR12711500	PRJNA656389	cattle	2020	Asia	China	
SRR12711511	PRJNA656389	cattle	2020	Asia	China	
SRR12711515	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711516	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711517	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711518	PRJNA656389	cattle	2020	Asia	China	
SRR12711519	PRJNA656389	cattle	2020	Asia	China	
SRR12711520	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711521	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711522	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711523	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711524	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711525	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711526	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711528	PRJNA656389	cattle	2020	Asia	Myanmar	
SRR12711529	PRJNA656389	cattle	2020	Asia	China	
SRR12711530	PRJNA656389	cattle	2020	Asia	China	
SRR12711531	PRJNA656389	cattle	2020	Asia	China	
SRR12711532	PRJNA656389	cattle	2020	Asia	China	
SRR12711533	PRJNA656389	cattle	2020	Asia	China	
SRR12711534	PRJNA656389	cattle	2020	Asia	China	
SRR12711535	PRJNA656389	cattle	2020	Asia	China	
SRR12711536	PRJNA656389	cattle	2020	Asia	China	
SRR12711537	PRJNA656389	cattle	2020	Asia	China	
SRR12711538	PRJNA656389	cattle	2020	Asia	China	
SRR12711539	PRJNA656389	cattle	2020	Asia	China	
SRR12711540	PRJNA656389	cattle	2020	Asia	China	
SRR12711542	PRJNA656389	cattle	2020	Asia	China	
SRR12711543	PRJNA656389	cattle	2020	Asia	China	
SRR12711544	PRJNA656389	cattle	2020	Asia	China	
SRR12711545	PRJNA656389	cattle	2020	Asia	China	
SRR12711546	PRJNA656389	cattle	2020	Asia	China	
SRR12711554	PRJNA656389	cattle	2020	Asia	China	
SRR12711565	PRJNA656389	cattle	2020	Asia	China	
SRR12711576	PRJNA656389	cattle	2020	Asia	China	
SRR12711579	PRJNA656389	cattle	2020	Asia	China	
SRR12711580	PRJNA656389	cattle	2020	Asia	China	
SRR12711581	PRJNA656389	cattle	2020	Asia	China	
SRR12711582	PRJNA656389	cattle	2020	Asia	China	
SRR12711583	PRJNA656389	cattle	2020	Asia	China	
SRR12711584	PRJNA656389	cattle	2020	Asia	China	
SRR12711585	PRJNA656389	cattle	2020	Asia	China	
SRR12711586	PRJNA656389	cattle	2020	Asia	China	
SRR12711587	PRJNA656389	cattle	2020	Asia	China	
SRR12711588	PRJNA656389	cattle	2020	Asia	China	
SRR12711589	PRJNA656389	cattle	2020	Asia	China	
SRR12711590	PRJNA656389	cattle	2020	Asia	China	
SRR12711591	PRJNA656389	cattle	2020	Asia	China	
SRR12711592	PRJNA656389	cattle	2020	Asia	China	
SRR12711593	PRJNA656389	cattle	2020	Asia	China	
SRR12711594	PRJNA656389	cattle	2020	Asia	China	
SRR12711595	PRJNA656389	cattle	2020	Asia	China	
SRR12711596	PRJNA656389	cattle	2020	Asia	China	
SRR12711597	PRJNA656389	cattle	2020	Asia	China	
SRR12711598	PRJNA656389	cattle	2020	Asia	China	
SRR8820673	PRJNA529943	cattle	2017	Asia	China	37.25N100.38E
SRR8820674	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820675	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820676	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820677	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820678	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820679	PRJNA529943	cattle	2015	Asia	China	37.25N100.38E
SRR8820680	PRJNA529943	cattle	2017	Asia	China	37.25N100.38E
SRR8820681	PRJNA529943	cattle	2017	Asia	China	37.25N100.38E
SRR10424183	PRJNA588263	cattle	2018	North_America	USA	
SRR10424184	PRJNA588263	cattle	2018	North_America	USA	
SRR10424188	PRJNA588263	cattle	2018	North_America	USA	
SRR10424189	PRJNA588263	cattle	2018	North_America	USA	
SRR10424190	PRJNA588263	cattle	2018	North_America	USA	
SRR10424191	PRJNA588263	cattle	2018	North_America	USA	
SRR10424192	PRJNA588263	cattle	2018	North_America	USA	
SRR10424193	PRJNA588263	cattle	2018	North_America	USA	
SRR10424194	PRJNA588263	cattle	2018	North_America	USA	
SRR10424195	PRJNA588263	cattle	2018	North_America	USA	
SRR10424196	PRJNA588263	cattle	2018	North_America	USA	
SRR10424197	PRJNA588263	cattle	2018	North_America	USA	
SRR10424198	PRJNA588263	cattle	2018	North_America	USA	
SRR10424199	PRJNA588263	cattle	2018	North_America	USA	
SRR10424200	PRJNA588263	cattle	2018	North_America	USA	
SRR10424201	PRJNA588263	cattle	2018	North_America	USA	
SRR10424202	PRJNA588263	cattle	2018	North_America	USA	
SRR10424204	PRJNA588263	cattle	2018	North_America	USA	
SRR10424205	PRJNA588263	cattle	2018	North_America	USA	
SRR10424206	PRJNA588263	cattle	2018	North_America	USA	
SRR10424207	PRJNA588263	cattle	2018	North_America	USA	
SRR10424212	PRJNA588263	cattle	2018	North_America	USA	
SRR10424213	PRJNA588263	cattle	2018	North_America	USA	
SRR10424214	PRJNA588263	cattle	2018	North_America	USA	
SRR10424215	PRJNA588263	cattle	2018	North_America	USA	
SRR11528971	PRJNA624740	cattle	2019	Asia	China	31.20N96.56E
SRR11528972	PRJNA624740	cattle	2019	Asia	China	31.20N96.56E
SRR11528973	PRJNA624740	cattle	2019	Asia	China	31.20N96.56E
SRR11528974	PRJNA624740	cattle	2019	Asia	China	31.24N90.0E
SRR11528975	PRJNA624740	cattle	2019	Asia	China	31.24N90.0E
SRR9037494	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR9037495	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR9037496	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR9037497	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512889	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512890	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512891	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512892	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512893	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512894	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512895	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512896	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512897	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512898	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512899	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512900	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512901	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512902	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512903	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512904	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512905	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512906	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512907	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512908	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512910	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512911	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR6512912	PRJNA420682	cattle	2014	North_America	Canada	53.93N116.58W
SRR5678925	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678926	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678929	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678930	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678931	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678932	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5678934	PRJNA379303	cattle	2015	North_America	USA	40.70N105.00W
SRR5678935	PRJNA379303	cattle	2015	North_America	USA	40.70N105.00W
SRR5678937	PRJNA379303	cattle	2015	North_America	USA	40.70N105.00W
SRR5678979	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678980	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678981	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678982	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678983	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678984	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678985	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678986	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678987	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678988	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678989	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678990	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678991	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5678992	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678993	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678994	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678995	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5678996	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679001	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5679005	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5679007	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5679008	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5679009	PRJNA379303	cattle	2015	North_America	Canada	53.50N112.06W
SRR5679010	PRJNA379303	cattle	2015	North_America	USA	40.70N105.00W
SRR5679011	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679012	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679013	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679015	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679016	PRJNA379303	cattle	2015	North_America	USA	40.21N104.80W
SRR5679017	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
SRR5679018	PRJNA379303	cattle	2015	North_America	Canada	50.34N113.77W
