Shannon	Antimicrobial_usage_in_livestock	Scale_of_livestock_breeding	Agricultural_production	Economic_level	Livestock_feces_production	Pesticides_usage	Livestock_meat_production	Fertilization_of_livestock_manure	Human_population
6.67817	20.45157	33523000	5333595.451	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.34973	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.81245	20.45157	33523000	5326866.229	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.33378	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.288	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.51351	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.17296	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.29219	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.57054	20.45157	33523000	5327608.946	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.3001	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.74001	20.45157	33523000	5326139.556	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.92957	20.45157	33523000	5326925.259	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.52158	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.24014	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.54177	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.8753	20.45157	33523000	5326925.259	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.76162	20.45157	33523000	5326139.556	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.16526	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.19126	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.595	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.91547	20.45157	33523000	5326925.259	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.16983	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.36513	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.74759	20.45157	33523000	5326139.556	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.76382	20.45157	33523000	5326139.556	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.81049	20.45157	33523000	5333814.2	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.70861	20.45157	33523000	5333713.137	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.4837	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.91354	20.45157	33523000	5333814.2	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.84018	20.45157	33523000	5326866.229	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.12423	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.45629	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.33055	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.1163	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.96969	20.45157	33523000	5325929.579	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.79901	20.45157	33523000	5333814.2	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.98556	20.45157	33523000	5333014.919	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.02623	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.4079	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.71977	20.45157	33523000	5333713.137	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.47099	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.25338	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.32538	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.50259	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.19633	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.27815	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.48728	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.44596	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.77308	20.45157	33523000	5333812.42	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.43569	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.0289	20.45157	33523000	5332920.909	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.68505	20.45157	33523000	5327608.946	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
6.48743	20.45157	33523000	5333594.611	61879.77226	261293662.7	1.09	1868	140063071.8	5766.686
5.86125	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.88295	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.0137	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.78267	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.79606	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.51076	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.19458	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.07075	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.47213	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.90403	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.91996	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.33296	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.80998	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.51083	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.7471	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.39563	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.83208	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.8513	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.73573	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.5459	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.7483	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.88733	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.35099	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.25184	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.44563	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.73999	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.13235	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.34938	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.90799	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.87104	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.22948	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.95957	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.30101	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.02654	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.35209	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.03534	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.74094	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.06435	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.53473	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.53684	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.19378	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.85497	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.59101	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.23827	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.76804	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.87196	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.80983	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.76716	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.85354	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.84705	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.03085	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.01188	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.50072	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.85997	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.07804	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.04095	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.56831	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.46109	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.30786	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.25342	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.87292	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.8623	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.24249	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.21309	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.28754	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.81356	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.00796	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.87432	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.67914	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.64263	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.33709	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.05393	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.30009	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.02479	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.03928	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.52846	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.51282	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.64275	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.4851	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.10435	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.49134	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
6.31357	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.18036	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.03281	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.9716	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.80859	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.92532	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.97687	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.17019	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.62321	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.57813	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.81971	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
5.77264	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
2.91384	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.55453	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.16863	392.55467	5679372725	110065187.0	9877.591533	8120040770.0	2.17	164335	3429128144.0	1448928.199
4.91757	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.78757	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.75388	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.5937	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.95386	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.97796	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.71941	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.70306	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.16244	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.74704	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.09044	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.23837	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.94849	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.26297	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.15964	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.21814	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.02354	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
2.86853	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.34593	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.21262	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.42034	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.98482	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
4.58269	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
5.61401	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
5.04092	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
5.14467	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
4.67825	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
5.90171	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
6.17326	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
4.77422	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
4.71204	20.967749	51185796	1462888.0	820.79469	711590419.6	0.01	365	58328079.64	41515.395
6.23972	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.69656	20.833656	120703000	812920.197	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.53759	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.94795	20.833656	120703000	812651.19	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.06255	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.35819	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.45779	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.85028	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.43246	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.65741	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.04962	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.03465	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.78239	20.833656	120703000	812920.197	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.22205	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.17368	20.833656	120703000	813127.814	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.46081	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.24783	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.88166	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.031	20.833656	120703000	813127.814	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.62854	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.8238	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
3.72946	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.63387	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.87477	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.03297	20.833656	120703000	813127.814	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
3.97397	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.53359	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.11171	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.61248	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.91805	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.99834	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
3.92267	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
7.25985	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.49933	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
7.63929	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
3.9342	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
6.98887	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
7.33364	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
3.3332	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
7.22223	20.833656	120703000	813583.2	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
4.67033	20.833656	120703000	812287.534	52877.54352	457474461.7	10.22	3069	228600900.4	17286.042
5.81359	36.395947	317510495	4280524.773	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.14499	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.82962	36.395947	317510495	4280524.773	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.23423	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.66442	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.37304	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.37828	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.32031	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.51071	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.91138	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.74453	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.13407	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.6503	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.55805	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.99174	36.395947	317481956	4280616.503	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.63126	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.29147	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.38618	36.395947	317481956	4280660.362	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.91877	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.33045	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.08472	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.6141	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.46516	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.42916	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.36305	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.04388	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.18785	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.3511	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.55234	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.14504	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.73126	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
5.12414	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.88313	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.72853	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
4.36632	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.70281	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
3.79757	36.395947	317510495	4280320.863	47944.53274	1199084397.0	3.77	8064	501731218.4	82896.696
6.91547	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
5.45217	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
6.17854	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
7.2172	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
3.26029	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
5.94434	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
5.84419	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
7.00886	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
6.4583	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
6.74191	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
3.6464	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
5.54943	22.00374	271616040	7027040.0	43420.22489	1394315498.0	4.45	5387	403172128.3	64277.808
